shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
92.0,46.0,-12041.703503058981,-11532.475497697604,-10938.629720183375,10938.629720183375,1
92.0,46.0,-12045.977956324046,-11538.602847656113,-10935.33022133043,10935.33022133043,2
92.0,46.0,-12045.977956324046,-11538.602847656113,-10935.330221330429,10935.330221330429,3
93.0,47.0,-12061.415097509374,-11546.851068413192,-10940.558046669317,10940.558046669317,4
92.0,46.0,-12052.520566703613,-11541.311511052576,-10939.698690290115,10939.698690290115,5
92.0,46.0,-12052.520566703612,-11541.311511052576,-10939.698690290115,10939.698690290115,6
93.0,47.0,-12055.955009274998,-11544.281033208073,-10939.822336912335,10939.822336912335,7
93.0,47.0,-12090.22755468118,-11543.515448967879,-10952.326564895351,10952.326564895351,8
93.0,47.0,-12090.22755468118,-11543.515448967879,-10952.326564895351,10952.326564895351,9
91.0,45.0,-12111.23415799703,-11604.058608723652,-10981.942634234338,10981.942634234338,10
96.0,50.0,-12133.386928771977,-11603.317564606652,-10947.081810170852,10947.081810170852,11
92.0,46.0,-12201.647733982869,-11623.657642804992,-10989.67006484954,10989.67006484954,12
92.0,46.0,-12201.647733982869,-11623.657642804992,-10989.670064849539,10989.670064849539,13
93.0,47.0,-12205.082176554255,-11626.62716496049,-10989.793711471759,10989.793711471759,14
93.0,47.0,-12238.718673296638,-11640.965925710954,-10993.221750840901,10993.221750840901,15
