episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,66.3,61.7,50.0,-53675.532765494034,-53617.41980762939,-53237.64260453558,-53179.82993271475
20,66.75,61.45,50.0,-53705.20381015846,-53608.13222879491,-53256.09428099956,-53155.348460057576
30,66.43333333333334,60.1,48.0,-53721.028621009296,-53608.13222879491,-53243.15867159406,-53155.348460057576
40,66.75,60.35,48.0,-53733.21413442758,-53608.13222879491,-53250.9854076403,-53155.348460057576
50,66.66,59.94,48.0,-53742.08055176616,-53608.13222879491,-53253.07000728547,-53155.348460057576
60,66.41666666666667,59.61666666666667,48.0,-53730.72084535008,-53604.53231690709,-53249.23357007692,-53154.9626383679
70,66.32857142857142,59.15714285714286,44.0,-53723.008993575335,-53592.04348806548,-53245.06722220587,-53148.315405216475
80,66.25,59.0,44.0,-53714.736777631646,-53592.04348806548,-53242.71092141852,-53148.315405216475
90,66.2,58.955555555555556,44.0,-53709.23722379527,-53592.04348806548,-53240.317033836815,-53125.172340267025
100,66.2,58.84,44.0,-53708.67178773684,-53592.04348806548,-53241.2573316039,-53125.172340267025
110,66.2,58.74545454545454,44.0,-53706.36554970268,-53592.04348806548,-53243.07437664705,-53125.172340267025
120,66.18333333333334,58.61666666666667,44.0,-53704.564896147116,-53592.04348806548,-53243.309817034686,-53125.172340267025
130,66.13846153846154,58.49230769230769,44.0,-53702.57620255722,-53592.04348806548,-53241.53922541477,-53125.172340267025
140,66.09285714285714,58.26428571428571,44.0,-53701.00757310496,-53592.04348806548,-53240.3702527622,-53125.172340267025
150,66.12,58.24,44.0,-53700.862139868266,-53592.04348806548,-53238.67297759211,-53125.172340267025
160,66.09375,58.10625,41.0,-53699.90357936874,-53592.04348806548,-53238.2477319648,-53125.172340267025
170,66.17647058823529,58.32941176470588,41.0,-53701.564320189835,-53592.04348806548,-53240.9906713632,-53125.172340267025
180,66.17222222222222,58.33888888888889,41.0,-53701.802479717095,-53592.04348806548,-53242.04614584479,-53125.172340267025
190,66.16315789473684,58.33157894736842,41.0,-53701.68824067654,-53592.04348806548,-53243.029698901664,-53125.172340267025
200,66.165,58.375,41.0,-53701.81870757492,-53592.04348806548,-53243.71059604938,-53125.172340267025
210,66.13333333333334,58.180952380952384,41.0,-53701.226871316154,-53592.04348806548,-53243.471508748175,-53125.172340267025
220,66.18181818181819,58.19090909090909,41.0,-53703.40806004146,-53592.04348806548,-53245.296316203254,-53125.172340267025
230,66.16956521739131,58.06521739130435,41.0,-53703.17451009095,-53592.04348806548,-53245.613271409806,-53125.172340267025
240,66.17916666666666,58.0625,41.0,-53703.24831840638,-53592.04348806548,-53245.40113487093,-53125.172340267025
250,66.148,57.924,41.0,-53702.901547632966,-53592.04348806548,-53244.74488182228,-53125.172340267025
260,66.16153846153846,57.87692307692308,41.0,-53703.526034006834,-53592.04348806548,-53245.30906000848,-53125.172340267025
270,66.1962962962963,58.03333333333333,41.0,-53705.391643061324,-53592.04348806548,-53246.6948333562,-53125.172340267025
280,66.22142857142858,58.07857142857143,41.0,-53706.827076041336,-53592.04348806548,-53247.614443024766,-53125.172340267025
290,66.2448275862069,58.16896551724138,41.0,-53707.04533197955,-53592.04348806548,-53247.752648221074,-53125.172340267025
300,66.25333333333333,58.22,41.0,-53707.45459468576,-53592.04348806548,-53248.14208624718,-53125.172340267025
310,66.26451612903226,58.348387096774196,41.0,-53706.9675518282,-53592.04348806548,-53248.24571007535,-53125.172340267025
320,66.26875,58.33125,41.0,-53706.99033503085,-53592.04348806548,-53249.10212061913,-53125.172340267025
330,66.24242424242425,58.2,41.0,-53705.56254467366,-53592.04348806548,-53248.74466817853,-53125.172340267025
340,66.21764705882353,58.09411764705882,41.0,-53704.61343810462,-53592.04348806548,-53248.307846202595,-53125.172340267025
350,66.25428571428571,58.191428571428574,41.0,-53705.69114869271,-53592.04348806548,-53249.06330743112,-53125.172340267025
360,66.26388888888889,58.25277777777778,41.0,-53708.462633347925,-53592.04348806548,-53249.811819290306,-53125.172340267025
370,66.27297297297298,58.33783783783784,41.0,-53708.56471435881,-53592.04348806548,-53250.14238701566,-53125.172340267025
380,66.2578947368421,58.32105263157895,41.0,-53707.38661134765,-53588.74406377399,-53249.76807393567,-53125.172340267025
390,66.25641025641026,58.30769230769231,41.0,-53707.02990071021,-53588.74406377399,-53249.492489127966,-53125.172340267025
400,66.2725,58.4625,41.0,-53706.70134700751,-53588.74406377399,-53249.78784670651,-53125.172340267025
410,66.29024390243903,58.514634146341464,41.0,-53707.1942494622,-53588.74406377399,-53250.286016371065,-53125.172340267025
420,66.27857142857142,58.535714285714285,41.0,-53706.849859479895,-53588.74406377399,-53250.38614991233,-53125.172340267025
430,66.27209302325582,58.467441860465115,41.0,-53706.54313875967,-53584.571190935385,-53250.09104427396,-53122.051355781194
440,66.27954545454546,58.461363636363636,41.0,-53706.6300925571,-53584.571190935385,-53250.144029889736,-53122.051355781194
450,66.28,58.431111111111115,41.0,-53706.49533715714,-53584.571190935385,-53249.872930686295,-53122.051355781194
460,66.25652173913043,58.37391304347826,41.0,-53705.331087690676,-53570.021186949234,-53248.854888831935,-53118.69985587657
470,66.27872340425532,58.40638297872341,41.0,-53705.94572461061,-53570.021186949234,-53249.1266119897,-53118.69985587657
480,66.29583333333333,58.46666666666667,41.0,-53706.458646531806,-53570.021186949234,-53249.224980649335,-53118.69985587657
490,66.29183673469387,58.45510204081633,41.0,-53705.57483006471,-53570.021186949234,-53248.57494230973,-53118.69985587657
500,66.288,58.484,41.0,-53705.059420711295,-53570.021186949234,-53248.46445531811,-53118.69985587657
510,66.28823529411764,58.449019607843134,41.0,-53704.83124350426,-53570.021186949234,-53248.03733061557,-53118.69985587657
520,66.29615384615384,58.46923076923077,41.0,-53705.1151775726,-53570.021186949234,-53248.157859766885,-53118.69985587657
530,66.29433962264152,58.47924528301887,41.0,-53704.68209742316,-53570.021186949234,-53248.08949716198,-53118.69985587657
540,66.30555555555556,58.52407407407407,41.0,-53704.76963909407,-53570.021186949234,-53248.062998795715,-53118.69985587657
550,66.32,58.53090909090909,41.0,-53705.69376365545,-53570.021186949234,-53248.54809003465,-53118.69985587657
