shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
96.0,52.0,-12444.526745407806,-11771.558752794888,-11087.191548107241,11087.191548107241,1
93.0,53.0,-12465.912853665646,-11825.450595015314,-11167.92550743661,11167.92550743661,2
94.0,50.0,-12575.419598640912,-11851.820155786385,-11188.993407285403,11188.993407285403,3
101.0,57.0,-12689.913978398414,-11934.219288791342,-11176.440550989812,11176.440550989812,4
92.0,48.0,-12514.492397023558,-11885.794915820206,-11229.53029657472,11229.53029657472,5
97.0,55.0,-12721.4897960733,-11888.9797267266,-11180.659092877057,11180.659092877057,6
94.0,52.0,-12606.111201534597,-11913.129244533891,-11229.077787920654,11229.077787920654,7
92.0,52.0,-12609.324077491217,-11916.897481156044,-11233.143771504303,11233.143771504303,8
92.0,52.0,-12620.444152773249,-11931.453626952594,-11243.879020196924,11243.879020196924,9
98.0,56.0,-12765.872672924314,-11976.063312808634,-11230.13810128385,11230.13810128385,10
93.0,53.0,-12763.04503350395,-12028.708499867282,-11328.396120936035,11328.396120936035,11
94.0,54.0,-12849.549439633416,-12013.196601149657,-11315.292919960491,11315.292919960491,12
98.0,56.0,-12816.713884346207,-12081.185010726807,-11282.155704446426,11282.155704446426,13
94.0,56.0,-12779.361892111734,-12034.336947336551,-11314.702361933152,11314.702361933152,14
98.0,56.0,-12951.04206677271,-12094.647397542627,-11322.559474642778,11322.559474642778,15
96.0,56.0,-12836.330912534562,-12064.24729425812,-11349.502423625987,11349.502423625987,16
94.0,54.0,-12821.621798211992,-12108.078015654635,-11419.94747033326,11419.94747033326,17
94.0,56.0,-12987.742123993974,-12110.256161268535,-11320.728547617038,11320.728547617038,18
98.0,58.0,-13123.785727529064,-12173.993573870106,-11370.207154302172,11370.207154302172,19
