episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,52.2,95.4,93.0,-12239.014697395438,-12137.709366162506,-11492.612196797962,-11452.015163629441
20,51.15,94.65,90.0,-12199.406616717128,-12032.114833647856,-11469.887245521357,-11370.130038796868
30,51.1,94.76666666666667,88.0,-12200.39181219676,-12032.114833647856,-11473.20034497551,-11370.130038796868
40,51.025,94.675,88.0,-12191.776361807273,-12032.114833647856,-11472.83721030944,-11370.130038796868
50,50.88,94.52,88.0,-12181.989118348383,-12017.509988811998,-11469.052845300032,-11370.130038796868
60,50.916666666666664,94.58333333333333,88.0,-12189.703190693624,-12017.509988811998,-11470.644207203335,-11370.130038796868
70,50.98571428571429,94.58571428571429,88.0,-12192.643632440666,-12017.509988811998,-11471.446721289236,-11370.130038796868
80,50.975,94.65,88.0,-12193.527979187193,-12017.509988811998,-11471.87662398558,-11370.130038796868
90,50.977777777777774,94.68888888888888,88.0,-12195.159373251818,-12017.509988811998,-11471.746391045379,-11370.130038796868
100,50.97,94.69,88.0,-12196.28468802911,-12017.509988811998,-11471.375947074905,-11370.130038796868
110,50.972727272727276,94.7,88.0,-12199.10424150655,-12017.509988811998,-11472.870227717574,-11370.130038796868
120,51.05,94.73333333333333,88.0,-12200.74909391789,-11995.732848697213,-11472.487527625395,-11370.130038796868
130,51.1,94.73076923076923,88.0,-12201.959153413354,-11995.732848697213,-11472.572283455596,-11362.483411921296
140,51.17857142857143,94.80714285714286,88.0,-12204.247195018484,-11995.732848697213,-11473.219569378625,-11362.483411921296
150,51.16,94.8,88.0,-12202.924928126109,-11995.732848697213,-11471.745226328521,-11362.483411921296
160,51.15625,94.76875,88.0,-12203.619576418294,-11995.732848697213,-11472.32186004643,-11362.483411921296
170,51.088235294117645,94.66470588235295,88.0,-12197.44538063186,-11995.732848697213,-11470.370460770999,-11362.483411921296
180,51.12777777777778,94.71666666666667,88.0,-12197.82928876227,-11995.732848697213,-11470.888751341246,-11362.483411921296
190,51.142105263157895,94.72105263157894,88.0,-12198.42741784859,-11995.732848697213,-11470.327033809843,-11362.483411921296
200,51.105,94.715,88.0,-12196.052019676728,-11995.732848697213,-11468.688614960578,-11362.483411921296
210,51.076190476190476,94.70476190476191,88.0,-12194.617511315302,-11995.732848697213,-11467.88286863153,-11362.483411921296
220,51.04545454545455,94.66363636363636,88.0,-12193.846668351904,-11991.327032665618,-11467.634140116425,-11355.916671818508
230,51.05652173913043,94.66521739130435,88.0,-12194.981920463822,-11991.327032665618,-11468.222845258872,-11355.916671818508
240,51.045833333333334,94.62916666666666,88.0,-12195.167946041443,-11991.327032665618,-11468.506604096887,-11355.916671818508
250,51.044,94.612,88.0,-12194.649535593833,-11991.327032665618,-11467.955999208378,-11355.916671818508
260,51.05384615384615,94.6,88.0,-12194.64317263526,-11991.327032665618,-11467.913234063635,-11355.916671818508
270,51.044444444444444,94.6,88.0,-12193.391159749153,-11986.399600499977,-11467.4023209383,-11327.865125093103
280,51.010714285714286,94.54642857142858,88.0,-12192.05937426189,-11986.399600499977,-11467.461887619378,-11327.865125093103
290,51.01034482758621,94.53448275862068,88.0,-12192.037991666151,-11986.399600499977,-11467.35884425256,-11327.865125093103
300,51.01,94.53666666666666,88.0,-12192.461916668424,-11986.399600499977,-11468.000810528187,-11327.865125093103
310,51.016129032258064,94.55806451612904,88.0,-12193.311184529633,-11986.399600499977,-11468.18157998653,-11327.865125093103
320,50.996875,94.521875,88.0,-12192.157006882127,-11986.399600499977,-11468.015219051884,-11327.865125093103
330,51.015151515151516,94.56060606060606,88.0,-12192.571081407574,-11986.399600499977,-11468.143192688423,-11327.865125093103
340,51.01176470588236,94.55882352941177,88.0,-12193.303996853218,-11986.399600499977,-11468.509667561962,-11327.865125093103
350,51.02857142857143,94.54857142857144,88.0,-12193.381618846537,-11986.399600499977,-11468.574264325818,-11327.865125093103
360,51.047222222222224,94.56944444444444,88.0,-12193.536679019815,-11986.399600499977,-11468.5164353295,-11327.865125093103
370,51.075675675675676,94.6,88.0,-12194.121850203428,-11986.399600499977,-11468.853676145818,-11327.865125093103
380,51.06578947368421,94.58157894736843,88.0,-12194.583657720472,-11986.399600499977,-11469.21077376374,-11327.865125093103
390,51.05641025641026,94.56923076923077,88.0,-12194.914352312262,-11986.399600499977,-11469.442279718753,-11327.865125093103
400,51.0425,94.5525,88.0,-12194.723914538119,-11986.399600499977,-11469.327691652414,-11327.865125093103
