episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,52.7,98.3,95.0,-12113.27626109156,-11887.66493790003,-11396.778576105182,-11296.914399842353
20,52.1,97.3,92.0,-12067.25901726088,-11887.66493790003,-11379.461882453961,-11291.60217604362
30,51.96666666666667,96.96666666666667,92.0,-12062.953674670565,-11886.126185766749,-11375.49431596973,-11252.870009155813
40,52.05,96.9,92.0,-12061.11057126122,-11886.126185766749,-11375.302427495772,-11252.870009155813
50,52.22,97.06,92.0,-12058.294577117907,-11886.126185766749,-11374.54394160714,-11252.870009155813
60,52.083333333333336,96.78333333333333,91.0,-12054.181241778728,-11886.126185766749,-11372.81602111572,-11237.572691429723
70,52.15714285714286,96.84285714285714,91.0,-12057.438300356667,-11886.126185766749,-11375.11925897696,-11237.572691429723
80,52.0125,96.6875,91.0,-12053.106390933122,-11886.126185766749,-11372.467243377147,-11237.572691429723
90,52.044444444444444,96.71111111111111,91.0,-12056.935739329507,-11881.32966615581,-11374.98911110431,-11237.572691429723
100,52.04,96.72,91.0,-12061.909220749536,-11881.32966615581,-11376.026047915155,-11237.572691429723
110,52.07272727272727,96.7090909090909,91.0,-12064.819588443463,-11881.32966615581,-11378.619999308889,-11237.572691429723
120,52.1,96.8,91.0,-12064.057263333583,-11881.32966615581,-11377.924360636913,-11237.572691429723
130,52.04615384615385,96.73846153846154,91.0,-12064.531615318576,-11881.32966615581,-11378.4423978469,-11237.572691429723
140,52.035714285714285,96.76428571428572,91.0,-12063.641338719737,-11881.32966615581,-11377.219175334349,-11237.572691429723
150,52.08,96.81333333333333,90.0,-12063.920294338981,-11881.32966615581,-11377.313351976214,-11232.995237941017
160,52.03125,96.80625,90.0,-12062.400965158455,-11872.106578414296,-11376.159600931816,-11232.995237941017
170,52.029411764705884,96.77058823529411,90.0,-12061.451508265141,-11872.106578414296,-11374.604017467791,-11232.995237941017
180,52.01111111111111,96.76666666666667,90.0,-12061.264741991998,-11872.106578414296,-11374.618258842633,-11232.995237941017
190,51.98947368421052,96.73684210526316,90.0,-12060.609586495364,-11872.106578414296,-11374.479011811682,-11232.995237941017
200,51.965,96.685,90.0,-12061.094340211388,-11872.106578414296,-11374.20006863048,-11232.995237941017
210,51.95238095238095,96.6952380952381,90.0,-12059.20884837201,-11872.106578414296,-11373.276318723443,-11232.995237941017
220,51.95909090909091,96.65,90.0,-12060.569930009879,-11872.106578414296,-11374.015527690097,-11232.995237941017
230,51.995652173913044,96.69130434782609,90.0,-12061.038224391352,-11872.106578414296,-11374.456995002882,-11232.995237941017
240,52.00416666666667,96.70416666666667,90.0,-12060.53651285701,-11872.106578414296,-11374.734475949826,-11232.995237941017
250,52.032,96.744,90.0,-12060.029869206695,-11872.106578414296,-11375.110120309384,-11232.995237941017
260,52.01923076923077,96.68846153846154,89.0,-12061.480063559477,-11872.106578414296,-11376.070422448647,-11232.995237941017
270,52.05185185185185,96.73333333333333,89.0,-12063.792337825507,-11872.106578414296,-11377.308181322252,-11232.995237941017
280,52.06071428571428,96.725,89.0,-12063.624760788503,-11872.106578414296,-11376.8943671169,-11232.995237941017
290,52.06896551724138,96.7448275862069,89.0,-12062.545724403695,-11872.106578414296,-11376.222593714034,-11232.995237941017
300,52.07666666666667,96.75666666666666,89.0,-12065.828094081677,-11872.106578414296,-11378.976842187041,-11232.995237941017
310,52.041935483870965,96.73225806451613,89.0,-12064.919623519309,-11872.106578414296,-11378.694225854159,-11232.995237941017
320,52.053125,96.734375,89.0,-12065.451688530276,-11872.106578414296,-11378.882008485534,-11232.995237941017
330,52.07575757575758,96.74242424242425,89.0,-12068.047471948792,-11872.106578414296,-11380.274280256173,-11232.995237941017
340,52.07941176470588,96.74411764705883,89.0,-12067.605852073128,-11872.106578414296,-11380.601496236684,-11232.995237941017
350,52.04857142857143,96.71714285714286,89.0,-12067.107898049406,-11872.106578414296,-11381.22185860111,-11232.995237941017
360,52.03888888888889,96.70555555555555,89.0,-12065.968512722928,-11872.106578414296,-11380.41511906912,-11232.995237941017
370,52.024324324324326,96.68378378378378,89.0,-12065.462696543946,-11872.106578414296,-11379.954990667095,-11232.995237941017
380,52.01842105263158,96.6921052631579,89.0,-12065.119793856826,-11872.106578414296,-11379.727039207846,-11232.027202159206
390,52.04102564102564,96.6923076923077,89.0,-12066.930365159662,-11872.106578414296,-11380.535443520852,-11232.027202159206
400,52.0275,96.6775,89.0,-12066.566362708832,-11872.106578414296,-11380.499192724485,-11232.027202159206
