episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,8.9,8.5,3.0,-2277.1809499787187,-2263.7680603921767,-2260.012616492117,-2253.469287317523
20,8.85,8.45,1.0,-2276.4477698209785,-2263.7680603921767,-2259.283054254773,-2253.469287317523
30,9.0,8.8,1.0,-2276.994301118805,-2263.7680603921767,-2260.5354154802876,-2253.469287317523
40,9.05,8.7,1.0,-2277.8893281848277,-2263.7680603921767,-2261.168069005604,-2253.469287317523
50,8.96,8.48,1.0,-2276.864785625749,-2263.7680603921767,-2260.4104293527143,-2253.469287317523
60,8.966666666666667,8.433333333333334,1.0,-2277.304783355655,-2263.7680603921767,-2260.2435920893627,-2253.469287317523
70,8.914285714285715,8.314285714285715,1.0,-2276.5254633085733,-2263.7680603921767,-2259.6054134761694,-2253.469287317523
80,8.9375,8.5125,1.0,-2276.4226308906436,-2263.7680603921767,-2259.5822629158074,-2253.469287317523
90,8.966666666666667,8.588888888888889,1.0,-2276.8687668238404,-2263.7680603921767,-2259.630856607616,-2253.469287317523
100,8.99,8.59,1.0,-2276.925715994347,-2263.7680603921767,-2259.597968052707,-2253.469287317523
