episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,19.1,21.1,15.0,-73274.32396732175,-72732.54147627133,-72739.822002472,-72458.32171352103
20,18.95,21.25,15.0,-73154.41195737438,-72575.32703585557,-72670.10491499476,-72387.25663459973
30,19.0,21.933333333333334,15.0,-73165.02426695456,-72575.32703585557,-72664.82989811043,-72387.25663459973
40,19.1,22.05,11.0,-73170.32774266538,-72575.32703585557,-72669.01431698061,-72387.25663459973
50,19.06,21.98,5.0,-73179.8844236125,-72575.32703585557,-72686.45009467629,-72387.25663459973
60,19.166666666666668,22.466666666666665,5.0,-73212.82239075292,-72575.32703585557,-72705.11467950082,-72387.25663459973
70,19.12857142857143,22.214285714285715,5.0,-73204.79734064355,-72575.32703585557,-72706.29055983419,-72387.25663459973
80,19.1375,21.9875,5.0,-73214.70135522491,-72575.32703585557,-72714.48817917085,-72387.25663459973
90,19.122222222222224,21.92222222222222,5.0,-73217.717693548,-72575.32703585557,-72717.67926151364,-72387.25663459973
100,19.13,21.79,5.0,-73222.44460679886,-72575.32703585557,-72723.37773423766,-72387.25663459972
