iteration,training_time_seconds,history_eval_time_seconds,expected_shd,expected_edges,roc_auc,prc_auc,ave_prec,bic_mean,bic_max,bdeu_mean,bdeu_max,loss,avg_loss,smooth_loss,epsilon,learning_rate,neg_avg_predictive_log_likelihood,predictive_log_likelihood_best
5000,216.0015 ± 0.9542,7.3052 ± 0.0539,40.0440 ± 1.1350,48.3250 ± 0.3169,0.6542 ± 0.0709,0.2250 ± 0.0247,0.2238 ± 0.0346,-152321.2218 ± 3829.0514,-143050.6807 ± 6577.5092,-87470.8557 ± 868.9720,-85708.7121 ± 341.0911,2944.1647 ± 97.0432,1562.0641 ± 72.2114,1668.1207 ± 83.0312,0.2250 ± 0.0000,0.0001 ± 0.0000,,
6000,235.7936 ± 0.8061,19.9444 ± 0.2537,38.1370 ± 1.5329,47.9070 ± 0.8252,0.6968 ± 0.0542,0.3251 ± 0.0596,0.3042 ± 0.0583,-146941.3879 ± 11297.6798,-123031.6473 ± 31069.4159,-86709.1728 ± 783.8504,-83405.3166 ± 3567.1180,2948.8436 ± 195.4393,1502.9281 ± 68.0489,1622.1479 ± 78.0752,0.2700 ± 0.0000,0.0001 ± 0.0000,74059.1155 ± 459.3242,-73294.9330 ± 321.3902
7000,267.5460 ± 0.7561,7.1804 ± 0.3408,37.1190 ± 3.0420,46.9620 ± 2.6229,0.7227 ± 0.1219,0.4074 ± 0.1545,0.3352 ± 0.1435,-139162.4108 ± 26715.9379,-125833.8991 ± 30608.6195,-85719.0778 ± 3090.1182,-83301.4288 ± 3308.7454,3134.2178 ± 225.9600,1440.6820 ± 74.8001,1575.0190 ± 49.8507,0.3150 ± 0.0000,0.0001 ± 0.0000,,
8000,285.5490 ± 1.0732,18.7259 ± 1.0348,33.4230 ± 4.2132,43.5870 ± 3.9687,0.7301 ± 0.0919,0.4209 ± 0.1574,0.3285 ± 0.1532,-111510.1201 ± 31478.5294,-106835.7881 ± 31523.0789,-82275.9209 ± 4004.9416,-81573.2281 ± 3954.9407,3146.6599 ± 169.6433,1384.7703 ± 72.5161,1525.9591 ± 57.1310,0.3600 ± 0.0000,0.0001 ± 0.0000,73562.8312 ± 1163.9938,-73102.2844 ± 815.1371
9000,314.8680 ± 1.8452,6.5835 ± 0.1740,33.4700 ± 4.3198,40.7880 ± 1.8067,0.6183 ± 0.0996,0.2961 ± 0.1035,0.2035 ± 0.0629,-90796.3554 ± 7589.7099,-87459.2297 ± 5840.2358,-79396.1464 ± 1740.5871,-78186.5673 ± 1285.2826,2929.2900 ± 224.6442,1282.2575 ± 102.0471,1433.9243 ± 99.1450,0.4050 ± 0.0000,0.0001 ± 0.0000,,
10000,331.8860 ± 2.1447,17.4290 ± 0.8775,29.4110 ± 2.3545,38.0190 ± 3.6741,0.6939 ± 0.0435,0.3760 ± 0.1015,0.2512 ± 0.0500,-85773.1087 ± 10086.5645,-84971.4382 ± 10561.8007,-78018.9055 ± 2504.4311,-77638.6450 ± 2768.6685,3035.6498 ± 192.6890,1198.6412 ± 73.4055,1345.5346 ± 48.2716,0.4500 ± 0.0000,0.0001 ± 0.0000,72786.5424 ± 943.2272,-72654.0895 ± 1012.7377
11000,359.0275 ± 2.9237,6.1240 ± 0.3511,26.6190 ± 3.8008,35.4240 ± 3.6726,0.7047 ± 0.0821,0.3720 ± 0.1228,0.2616 ± 0.0791,-81208.2332 ± 5184.0940,-79771.9978 ± 5710.2801,-77162.1148 ± 1636.6115,-75953.2049 ± 2071.7905,2985.6839 ± 240.3489,1127.9116 ± 53.7477,1295.2658 ± 55.7656,0.4950 ± 0.0000,0.0001 ± 0.0000,,
12000,374.5954 ± 2.9938,16.2018 ± 0.3548,24.4140 ± 3.3787,32.8810 ± 1.4918,0.7146 ± 0.0831,0.4326 ± 0.1146,0.2830 ± 0.0846,-77438.7742 ± 1232.6359,-76530.0599 ± 1016.8794,-75354.5508 ± 956.3216,-74767.8846 ± 942.5417,2872.3941 ± 272.0365,1071.8272 ± 38.6035,1221.2960 ± 24.6010,0.5400 ± 0.0000,0.0001 ± 0.0000,72645.7384 ± 916.7724,-72331.5090 ± 903.1686
13000,400.3548 ± 3.1966,5.8321 ± 0.2366,20.7590 ± 3.7093,31.4160 ± 1.5406,0.7425 ± 0.0835,0.4981 ± 0.1307,0.3150 ± 0.1005,-76517.6608 ± 1080.3616,-75942.1330 ± 365.3293,-75071.1233 ± 956.9853,-74544.5630 ± 512.2781,2719.6303 ± 341.7745,1017.8818 ± 53.7890,1171.1785 ± 53.6847,0.5850 ± 0.0000,0.0001 ± 0.0000,,
14000,415.3655 ± 3.3338,15.8206 ± 0.2494,18.8000 ± 3.3122,29.8530 ± 1.4676,0.7986 ± 0.0601,0.5541 ± 0.0992,0.3895 ± 0.0960,-75263.3111 ± 683.1892,-75098.2048 ± 653.7251,-74003.9099 ± 391.8946,-73858.4138 ± 326.4742,2385.6912 ± 408.0677,969.4852 ± 58.3727,1099.5182 ± 27.9780,0.6300 ± 0.0000,0.0001 ± 0.0000,71977.8266 ± 79.6094,-71935.7686 ± 117.6662
15000,440.7826 ± 3.4743,5.6489 ± 0.1164,18.0940 ± 2.3878,29.9740 ± 1.2787,0.7988 ± 0.0592,0.5519 ± 0.0738,0.3882 ± 0.0653,-75221.8567 ± 563.1766,-75009.3717 ± 483.1549,-73947.5484 ± 302.8012,-73831.0173 ± 281.1551,2312.8081 ± 215.9321,939.4804 ± 55.3265,1058.5346 ± 49.1156,0.6750 ± 0.0000,0.0001 ± 0.0000,,
16000,455.8165 ± 3.5142,15.6541 ± 0.3648,19.7630 ± 3.1735,29.8330 ± 1.3830,0.7352 ± 0.0725,0.4960 ± 0.0794,0.3223 ± 0.0692,-75273.9594 ± 660.9620,-75052.2615 ± 718.0548,-74197.9144 ± 496.8720,-74014.5991 ± 552.7964,2133.3172 ± 316.3125,893.1407 ± 50.2833,994.2937 ± 31.2747,0.7200 ± 0.0000,0.0001 ± 0.0000,72073.3847 ± 152.8121,-71992.5005 ± 145.8766
17000,480.8322 ± 3.7619,5.6274 ± 0.1490,19.0890 ± 1.7925,29.4780 ± 1.7829,0.7692 ± 0.0236,0.5120 ± 0.0542,0.3323 ± 0.0325,-75578.3587 ± 660.3846,-75406.2958 ± 695.5219,-74600.5661 ± 673.6016,-74441.4421 ± 742.5414,1930.8801 ± 245.4340,852.6507 ± 73.8131,945.1963 ± 56.7665,0.7650 ± 0.0000,0.0001 ± 0.0000,,
18000,495.6439 ± 3.9373,15.4095 ± 0.2944,18.2560 ± 3.0556,28.6730 ± 1.3729,0.8106 ± 0.0469,0.5638 ± 0.0911,0.3815 ± 0.0534,-75880.7399 ± 852.3823,-75472.8150 ± 576.3380,-75027.4345 ± 774.8608,-74653.2873 ± 601.9435,1745.1237 ± 95.2456,793.0746 ± 77.4720,876.0440 ± 52.8758,0.8100 ± 0.0000,0.0001 ± 0.0000,73207.6729 ± 771.0068,-72878.7617 ± 800.8199
19000,520.5096 ± 4.0852,5.5856 ± 0.2552,19.5340 ± 5.2046,28.9880 ± 3.1813,0.7361 ± 0.0746,0.5311 ± 0.0839,0.3210 ± 0.1131,-76126.9757 ± 1648.8543,-76078.7654 ± 1673.6545,-75052.1254 ± 1381.6978,-75007.7120 ± 1381.7025,1605.4043 ± 233.8031,723.3441 ± 74.7103,793.8178 ± 90.6942,0.8550 ± 0.0000,0.0001 ± 0.0000,,
20000,535.7070 ± 4.4633,15.4434 ± 0.6158,18.7360 ± 4.4812,28.5680 ± 2.6210,0.7960 ± 0.0490,0.5411 ± 0.0972,0.3673 ± 0.0629,-76097.7015 ± 1035.4845,-75725.2674 ± 925.7758,-75190.1173 ± 840.8843,-74932.6063 ± 814.0346,1398.8081 ± 331.3016,646.5355 ± 55.4725,710.0148 ± 76.9988,0.9000 ± 0.0000,0.0001 ± 0.0000,73236.5244 ± 764.0482,-73151.9560 ± 729.8066
21000,560.2917 ± 4.8720,5.5558 ± 0.1333,18.1370 ± 3.2697,28.0660 ± 1.9490,0.8057 ± 0.0380,0.5610 ± 0.0671,0.4041 ± 0.0839,-76061.6202 ± 1477.4707,-75419.8796 ± 638.3798,-74978.5593 ± 943.6236,-74668.3791 ± 646.5375,1175.0612 ± 242.3871,583.2477 ± 56.2067,628.5182 ± 69.0139,0.9000 ± 0.0000,0.0001 ± 0.0000,,
22000,574.8758 ± 5.0494,15.1819 ± 0.4082,18.4390 ± 2.1155,27.6960 ± 1.5846,0.7566 ± 0.0670,0.5354 ± 0.0843,0.3447 ± 0.0919,-75723.2437 ± 724.8992,-75482.9172 ± 929.9037,-74820.7278 ± 759.6520,-74600.5199 ± 887.5837,946.8728 ± 195.5192,525.4814 ± 68.3399,562.0959 ± 72.7040,0.9000 ± 0.0000,0.0001 ± 0.0000,73121.0436 ± 895.6046,-72996.3989 ± 981.9616
23000,599.3016 ± 5.3629,5.4529 ± 0.2869,16.6000 ± 4.7749,27.4000 ± 3.3615,0.7851 ± 0.0831,0.5975 ± 0.1015,0.3744 ± 0.1080,-75632.1131 ± 869.1120,-75631.7926 ± 868.5536,-74776.1176 ± 596.9516,-74758.1383 ± 618.6876,795.7431 ± 227.3153,474.4158 ± 62.9804,501.8337 ± 98.4886,0.9000 ± 0.0000,0.0001 ± 0.0000,,
24000,614.0245 ± 5.3740,15.4016 ± 0.7838,18.5650 ± 4.1855,28.7780 ± 3.4901,0.7616 ± 0.0359,0.5507 ± 0.0909,0.3398 ± 0.0640,-76291.8606 ± 1660.6809,-75989.1662 ± 1581.9801,-75023.1020 ± 982.3065,-74869.3280 ± 923.9472,685.4207 ± 211.7280,426.0169 ± 60.0426,464.2093 ± 76.6963,0.9000 ± 0.0000,0.0001 ± 0.0000,73060.0409 ± 801.6138,-73053.6220 ± 795.4423
25000,638.7268 ± 5.4864,5.6013 ± 0.2428,19.2830 ± 2.6992,29.2980 ± 2.8439,0.7550 ± 0.0599,0.5386 ± 0.0951,0.3208 ± 0.0584,-76319.0497 ± 1354.4753,-75767.6765 ± 621.5741,-75231.7209 ± 1016.8443,-74750.4408 ± 317.1626,607.3961 ± 202.2344,384.9482 ± 64.1252,409.5524 ± 81.5129,0.9000 ± 0.0000,0.0001 ± 0.0000,,
26000,653.4690 ± 5.4163,15.4962 ± 0.3465,17.9250 ± 1.4241,29.1170 ± 1.6914,0.7566 ± 0.0653,0.5583 ± 0.0775,0.3216 ± 0.0673,-76355.8950 ± 922.9111,-76338.0285 ± 914.4066,-74939.9486 ± 939.5225,-74923.8261 ± 949.6986,575.4935 ± 235.7501,358.0865 ± 66.7791,376.2434 ± 91.2665,0.9000 ± 0.0000,0.0001 ± 0.0000,72714.2061 ± 964.7384,-72713.7421 ± 965.0958
27000,678.0240 ± 5.5644,5.5985 ± 0.2868,17.5370 ± 3.2631,29.3370 ± 3.1131,0.7801 ± 0.0402,0.5937 ± 0.0518,0.3556 ± 0.0548,-76285.0451 ± 1758.0063,-75873.0599 ± 1261.0292,-74830.8193 ± 675.1360,-74628.6710 ± 525.1427,558.2157 ± 227.0069,333.2049 ± 68.0701,337.7118 ± 75.4443,0.9000 ± 0.0000,0.0001 ± 0.0000,,
28000,692.9568 ± 5.8423,16.0461 ± 1.2615,20.1580 ± 5.1496,31.5580 ± 5.3516,0.7551 ± 0.0605,0.5649 ± 0.0777,0.3235 ± 0.0940,-78279.1385 ± 4793.3848,-77728.9528 ± 3663.4441,-75761.0849 ± 1625.8593,-75543.2320 ± 1200.9694,555.5318 ± 193.7961,305.8025 ± 69.5293,339.2850 ± 82.0866,0.9000 ± 0.0000,0.0001 ± 0.0000,72751.5662 ± 906.2282,-72731.8506 ± 908.7246
29000,717.8585 ± 6.7044,5.6503 ± 0.3640,17.8190 ± 4.4598,30.0180 ± 4.9217,0.7967 ± 0.0379,0.5986 ± 0.0499,0.3710 ± 0.0636,-77173.2060 ± 3619.3069,-76186.3523 ± 1448.4385,-75114.8553 ± 850.9185,-74903.8427 ± 528.5794,594.5356 ± 194.6159,296.8438 ± 72.7380,314.2948 ± 79.8294,0.9000 ± 0.0000,0.0001 ± 0.0000,,
30000,732.8035 ± 6.9700,15.5506 ± 1.1591,16.9590 ± 4.9971,29.1490 ± 5.3722,0.8005 ± 0.0389,0.6207 ± 0.0602,0.4018 ± 0.0833,-76417.4701 ± 1680.9472,-75957.5125 ± 1531.3326,-74977.4923 ± 415.8038,-74728.1270 ± 558.6932,575.5590 ± 234.1623,268.0549 ± 63.8597,310.1509 ± 81.5183,0.9000 ± 0.0000,0.0001 ± 0.0000,72677.2054 ± 946.4221,-72661.6987 ± 958.9570
31000,757.4222 ± 7.8211,5.5764 ± 0.4343,17.1960 ± 4.7668,28.9960 ± 5.2488,0.7906 ± 0.0478,0.6143 ± 0.0753,0.3888 ± 0.1042,-76329.9215 ± 1481.0502,-76281.6245 ± 1482.1683,-74923.6709 ± 373.5115,-74863.2998 ± 411.4747,546.0807 ± 215.6409,253.0640 ± 59.2307,284.8852 ± 77.4999,0.9000 ± 0.0000,0.0001 ± 0.0000,,
32000,772.0240 ± 8.4284,15.4591 ± 0.9841,17.1670 ± 3.1238,28.5810 ± 4.2294,0.7829 ± 0.0620,0.5741 ± 0.0866,0.3754 ± 0.0953,-75599.4617 ± 605.2599,-75082.7603 ± 998.1863,-74557.4817 ± 336.5568,-74109.3696 ± 708.2289,490.4458 ± 201.3822,237.7544 ± 58.1454,243.9882 ± 54.7381,0.9000 ± 0.0000,0.0001 ± 0.0000,72600.3354 ± 912.8971,-72295.0944 ± 880.0095
33000,796.2834 ± 9.1333,5.3537 ± 0.3513,14.8960 ± 3.0412,26.2930 ± 4.2208,0.7744 ± 0.0612,0.5839 ± 0.0905,0.3596 ± 0.0864,-75116.8558 ± 617.2489,-75035.6663 ± 447.2989,-74252.2285 ± 553.1928,-74212.5244 ± 519.5637,507.6738 ± 178.8365,222.3451 ± 48.4568,239.1029 ± 60.0642,0.9000 ± 0.0000,0.0001 ± 0.0000,,
34000,810.6710 ± 9.5649,14.8092 ± 0.8377,13.7820 ± 3.2730,25.9830 ± 3.6206,0.8072 ± 0.0530,0.6333 ± 0.0753,0.4120 ± 0.0963,-74486.8444 ± 1034.5040,-74365.4267 ± 953.5995,-73713.5471 ± 828.7051,-73645.3243 ± 810.5290,488.0487 ± 191.6577,211.8475 ± 27.0136,245.1579 ± 53.9294,0.9000 ± 0.0000,0.0001 ± 0.0000,72282.7589 ± 889.5351,-72282.0139 ± 890.0502
35000,834.7353 ± 10.2233,5.3551 ± 0.3810,14.9480 ± 6.2514,26.5650 ± 4.8107,0.8106 ± 0.0771,0.6228 ± 0.1556,0.4472 ± 0.1803,-74680.7850 ± 1435.7241,-74131.7867 ± 1270.8463,-73917.4496 ± 987.4286,-73345.1172 ± 752.7149,485.3443 ± 172.3122,207.3833 ± 28.5091,244.7319 ± 28.8778,0.9000 ± 0.0000,0.0001 ± 0.0000,,
36000,848.9631 ± 10.4885,14.6538 ± 0.7396,13.6440 ± 3.7588,25.3990 ± 3.2244,0.7900 ± 0.0898,0.6166 ± 0.1386,0.4107 ± 0.1769,-74356.4209 ± 616.6016,-74322.7701 ± 686.4027,-73677.8199 ± 536.4469,-73642.0443 ± 586.5621,438.7545 ± 172.3601,200.1247 ± 30.0904,234.3409 ± 45.4346,0.9000 ± 0.0000,0.0001 ± 0.0000,72283.6802 ± 701.1346,-72282.9638 ± 701.4766
37000,872.5583 ± 11.1595,5.2434 ± 0.1782,13.6040 ± 4.0403,25.2030 ± 1.9245,0.7808 ± 0.0961,0.5991 ± 0.1411,0.3872 ± 0.1482,-74109.8536 ± 690.2090,-74108.6217 ± 690.0916,-73561.5662 ± 656.6107,-73560.7826 ± 656.5237,411.7121 ± 141.4855,198.0599 ± 7.6728,203.7260 ± 16.6166,0.9000 ± 0.0000,0.0001 ± 0.0000,,
38000,886.8703 ± 11.0433,14.4884 ± 0.0727,14.0590 ± 2.3169,24.4590 ± 0.5063,0.7455 ± 0.0635,0.5571 ± 0.0856,0.3470 ± 0.0826,-73930.8540 ± 659.6810,-73919.3019 ± 667.7481,-73462.3803 ± 729.6692,-73448.9455 ± 721.7339,425.0444 ± 126.9144,187.4257 ± 12.4785,206.1716 ± 32.5337,0.9000 ± 0.0000,0.0001 ± 0.0000,72282.8316 ± 707.2332,-72270.5926 ± 715.3357
39000,910.5793 ± 11.3524,5.3095 ± 0.3131,14.4880 ± 1.8630,25.4880 ± 3.2358,0.7622 ± 0.0585,0.5753 ± 0.0737,0.3505 ± 0.0642,-74203.9664 ± 634.4323,-74154.0694 ± 660.7942,-73616.2837 ± 513.0946,-73583.2539 ± 532.1914,436.2345 ± 107.5218,184.3042 ± 13.3065,213.0099 ± 24.6594,0.9000 ± 0.0000,0.0001 ± 0.0000,,
