episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,18.9,25.1,21.0,-73202.29667598006,-72732.54147627133,-72653.64865045187,-72458.32171352103
20,18.9,24.9,20.0,-73221.49561247275,-72732.54147627133,-72687.1543650128,-72458.32171352103
30,19.0,24.933333333333334,20.0,-73205.02519755565,-72732.54147627133,-72675.40642229248,-72458.32171352103
40,19.025,24.725,17.0,-73195.10153919426,-72732.54147627133,-72679.16299856048,-72458.32171352103
50,19.06,24.7,17.0,-73205.52773484863,-72732.54147627133,-72693.17754721307,-72458.32171352103
60,19.05,24.716666666666665,17.0,-73211.74349364375,-72732.54147627133,-72693.95113171457,-72458.32171352103
70,19.042857142857144,24.785714285714285,17.0,-73207.5763571881,-72732.54147627133,-72687.49097130129,-72458.32171352103
80,19.05,24.75,17.0,-73211.5378793108,-72732.54147627133,-72693.60228958118,-72458.32171352103
90,19.08888888888889,24.622222222222224,17.0,-73224.8156622159,-72732.54147627133,-72702.02508634178,-72458.32171352103
100,19.07,24.57,17.0,-73222.07730716682,-72732.54147627133,-72702.85806045862,-72458.32171352103
