episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,66.0,52.8,45.0,-53802.17147602218,-53537.228196714255,-53192.78864024517,-53063.87997933799
20,65.8,53.1,33.0,-53720.10955617614,-53523.31776044479,-53190.917745048006,-53056.0812964746
30,65.7,53.43333333333333,33.0,-53748.87363917848,-53523.31776044479,-53198.40186909072,-53056.0812964746
40,65.7,53.1,33.0,-53728.77207920803,-53523.31776044479,-53200.29691576362,-53056.0812964746
50,65.74,53.42,33.0,-53731.54225500552,-53523.31776044479,-53205.0941447428,-53056.0812964746
60,65.85,54.18333333333333,33.0,-53728.65964550361,-53523.31776044479,-53206.66817842128,-53056.0812964746
70,65.78571428571429,53.92857142857143,33.0,-53737.20701616894,-53523.31776044479,-53206.385111340904,-53056.0812964746
80,65.7125,53.7625,25.0,-53727.239157765776,-53523.31776044479,-53205.927924141055,-53056.0812964746
90,65.67777777777778,53.65555555555556,25.0,-53722.58972117579,-53492.657934714065,-53203.60551396478,-53010.75091286619
100,65.61,52.93,25.0,-53716.74856551059,-53492.657934714065,-53201.85525075879,-53010.75091286619
110,65.58181818181818,52.8,25.0,-53726.42797714085,-53492.657934714065,-53201.08922037432,-53010.75091286619
120,65.55,52.86666666666667,25.0,-53721.4245448729,-53492.657934714065,-53200.620226262465,-53010.75091286619
130,65.57692307692308,53.06923076923077,25.0,-53727.964435626105,-53492.657934714065,-53202.10720806542,-53010.75091286619
140,65.59285714285714,53.00714285714286,25.0,-53724.882329958135,-53492.657934714065,-53204.44063797084,-53010.75091286619
150,65.62666666666667,53.13333333333333,25.0,-53729.88291602863,-53492.657934714065,-53204.03852655019,-53010.75091286619
160,65.64375,53.24375,25.0,-53732.75092399093,-53492.657934714065,-53204.27595765563,-53010.75091286619
170,65.66470588235295,53.51176470588236,25.0,-53732.334107996336,-53492.657934714065,-53204.464766306504,-53010.75091286619
180,65.67222222222222,53.49444444444445,25.0,-53726.91368670524,-53492.657934714065,-53204.108933519405,-53010.75091286619
190,65.66842105263157,53.51052631578948,25.0,-53723.20165348575,-53492.657934714065,-53203.90101456927,-53010.75091286619
200,65.675,53.555,25.0,-53721.7303740252,-53492.657934714065,-53203.63465367574,-53010.75091286619
