shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
60.0,66.0,-53378.449003542286,-52877.882204861206,-49412.81084296696,49412.81084296696,1
79.0,65.0,-53542.356316585785,-53014.20008126544,-49365.641440447616,49365.641440447616,2
62.0,66.0,-53385.96562763431,-52931.215357978006,-49457.448695480176,49457.448695480176,3
66.0,66.0,-53469.72671298999,-53021.58920973689,-49474.279085499446,49474.279085499446,4
98.0,70.0,-53495.299442347066,-53069.79076855293,-49427.48067406173,49427.48067406173,5
91.0,69.0,-53648.526926529434,-53171.132432822786,-49426.12535991292,49426.12535991292,6
94.0,70.0,-53509.58810788203,-53068.30743834822,-49479.668332895024,49479.668332895024,7
66.0,66.0,-53534.26107218532,-53117.302869940286,-49489.323341890165,49489.323341890165,8
104.0,72.0,-53589.29998186204,-53197.0660600286,-49445.234333960034,49445.234333960034,9
98.0,70.0,-53571.99623142971,-53154.85536743678,-49485.791233602526,49485.791233602526,10
93.0,73.0,-53611.07571053177,-53200.23771133363,-49495.69233801492,49495.69233801492,11
91.0,69.0,-53614.74956246794,-53128.0311332091,-49495.78802938875,49495.78802938875,12
81.0,71.0,-53665.03905948366,-53114.74404562837,-49541.187946641076,49541.187946641076,13
98.0,72.0,-53790.992479680295,-53158.367504611284,-49515.69783145421,49515.69783145421,14
