shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
64.0,66.0,-53370.22675593861,-52906.21786860984,-49349.122827709376,49349.122827709376,1
74.0,68.0,-53369.00067354947,-52908.279290423154,-49361.59955559756,49361.59955559756,2
81.0,65.0,-53350.89423452437,-52892.584699668834,-49367.74128980244,49367.74128980244,3
78.0,66.0,-53430.92853000202,-52955.563551592255,-49351.91447073145,49351.91447073145,4
86.0,68.0,-53408.506029318116,-52955.45664304105,-49378.94630178843,49378.94630178843,5
58.0,66.0,-53416.8872344365,-52898.36921335802,-49368.015990027845,49368.015990027845,6
87.0,67.0,-53481.096251488336,-53025.27752944211,-49352.838808404595,49352.838808404595,7
72.0,66.0,-53434.90148014579,-52958.45706347503,-49358.204614914015,49358.204614914015,8
90.0,68.0,-53409.883066098984,-52955.12537513641,-49384.76829907952,49384.76829907952,9
67.0,65.0,-53437.93816603621,-53005.74184931155,-49383.53676557019,49383.53676557019,10
84.0,68.0,-53466.32522716481,-52998.63274813947,-49359.74643868271,49359.74643868271,11
89.0,69.0,-53492.117927705964,-53032.01586148429,-49361.71744076491,49361.71744076491,12
58.0,66.0,-53551.26255912895,-53060.44304713928,-49377.81238974739,49377.81238974739,13
84.0,68.0,-53476.540188580366,-53001.395084681535,-49390.84916194814,49390.84916194814,14
80.0,68.0,-53496.68172283556,-53021.84271718604,-49405.22650146226,49405.22650146226,15
71.0,67.0,-53637.54263480206,-53140.98837680115,-49392.28143367278,49392.28143367278,16
68.0,66.0,-53397.526162017806,-52917.11089266486,-49503.38319054003,49503.38319054003,17
