episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,18.3,17.5,9.0,-72843.07362347096,-72683.42383603474,-72487.40772996374,-72416.13867175161
20,18.45,17.95,9.0,-72897.40745747785,-72683.42383603474,-72510.73121987839,-72416.13867175161
30,18.433333333333334,17.166666666666668,8.0,-72869.21553853268,-72679.98126743133,-72503.57038796786,-72416.13867175161
40,18.35,17.05,8.0,-72834.5721508998,-72525.31790448361,-72487.9946144736,-72344.77840564544
50,18.3,16.62,5.0,-72813.95560032889,-72525.3179044836,-72478.49158067974,-72344.77840564544
60,18.3,16.533333333333335,5.0,-72815.93139369978,-72525.3179044836,-72480.01272924451,-72344.77840564544
70,18.271428571428572,16.3,5.0,-72808.85635745517,-72525.3179044836,-72477.19631231071,-72344.77840564544
80,18.3,16.175,5.0,-72815.18958882336,-72525.3179044836,-72480.56146085149,-72344.77840564544
90,18.322222222222223,16.5,5.0,-72820.21581448731,-72525.3179044836,-72483.49264173621,-72344.77840564544
100,18.35,16.63,5.0,-72829.28211086318,-72525.3179044836,-72487.67238592143,-72344.77840564544
