episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,27.3,19.3,14.0,-13168.518742979717,-13103.47186559859,-13180.797876351484,-13129.674683870755
20,27.2,21.2,14.0,-13183.239713443772,-13059.626370197415,-13199.78890803756,-13098.917227383527
30,27.033333333333335,21.1,14.0,-13179.6403005578,-13059.626370197415,-13198.990621192854,-13098.917227383527
40,27.0,21.1,14.0,-13175.045626092226,-13059.626370197415,-13196.015091764382,-13098.917227383527
50,27.16,21.36,14.0,-13187.92005700409,-13059.626370197415,-13205.246335877608,-13098.917227383527
60,27.1,21.2,14.0,-13180.528987711254,-13059.626370197415,-13198.825958822454,-13098.917227383527
70,27.15714285714286,21.7,14.0,-13194.31901373169,-13059.626370197415,-13210.313393532499,-13098.917227383527
80,27.275,21.775,14.0,-13203.113849408857,-13059.626370197415,-13216.77131482403,-13098.917227383527
90,27.333333333333332,21.822222222222223,14.0,-13205.138214688148,-13059.626370197415,-13219.243738949537,-13084.330284341258
100,27.3,21.76,11.0,-13203.363761301713,-13059.626370197415,-13216.567653926433,-13084.330284341258
