episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,27.9,20.9,11.0,-13129.942212804066,-12909.066661789624,-13146.047501163775,-12941.393141351886
20,27.85,20.85,11.0,-13124.670622645086,-12888.492851466104,-13142.963566799339,-12941.393141351886
30,28.2,20.6,10.0,-13144.79826370804,-12872.82421873545,-13156.495649257653,-12916.183273296505
40,28.1,20.35,10.0,-13158.779695148527,-12872.82421873545,-13168.793136177872,-12916.183273296505
50,28.16,20.72,10.0,-13157.08260061375,-12872.82421873545,-13164.33900239835,-12916.183273296505
60,28.0,20.333333333333332,10.0,-13145.119147794341,-12872.82421873545,-13153.807365721332,-12907.542834263051
70,27.985714285714284,20.12857142857143,10.0,-13143.145005492977,-12872.82421873545,-13152.723552731051,-12907.542834263051
80,27.8375,19.8625,10.0,-13128.330473541544,-12872.82421873545,-13140.935629379645,-12907.542834263051
90,27.822222222222223,19.666666666666668,10.0,-13135.791819591634,-12872.82421873545,-13144.734596122897,-12907.542834263051
100,27.84,19.76,10.0,-13131.907475212862,-12872.82421873545,-13140.33233859367,-12907.542834263051
