iteration,training_time_seconds_mean,training_time_seconds_std,history_eval_time_seconds_mean,history_eval_time_seconds_std,expected_shd_mean,expected_shd_std,expected_edges_mean,expected_edges_std,roc_auc_mean,roc_auc_std,prc_auc_mean,prc_auc_std,ave_prec_mean,ave_prec_std,bic_mean_mean,bic_mean_std,bic_max_mean,bic_max_std,bdeu_mean_mean,bdeu_mean_std,bdeu_max_mean,bdeu_max_std,loss_mean,loss_std,avg_loss_mean,avg_loss_std,smooth_loss_mean,smooth_loss_std,epsilon_mean,epsilon_std,learning_rate_mean,learning_rate_std,neg_avg_predictive_log_likelihood_mean,neg_avg_predictive_log_likelihood_std,predictive_log_likelihood_best_mean,predictive_log_likelihood_best_std
0,19.60675983428955,0.6757108985164136,12.320397090911865,0.8106132906111211,25.891000000000002,0.4092890176879893,1.096,0.4991167198161167,0.5069333333333333,0.03627117619022334,0.06612796076165181,0.01187544569044975,0.06645805012899916,0.0063121293393261,-17304.879099268954,92.75852189582692,-16571.103052999115,296.49937662528237,-17317.27583340484,93.54985985687539,-16585.037555760264,294.24281091582066,691.87880859375,12.269140309837185,691.87880859375,12.269140309837185,691.87880859375,12.269140309837185,0.0,0.0,0.0001,0.0,17176.612095017044,95.37256932155445,-16394.44444584914,310.530809569759
1,25.946802186965943,1.1984104403260436,2.1548260688781737,0.7264817138448975,26.016000000000002,0.4020323370078577,1.235,0.4919349550499537,0.5044373333333333,0.0728822041379101,0.05846876912959671,0.010956296644493943,0.0714392688136319,0.00902361794077971,-17307.15408071722,95.86383882357097,-16595.680581091052,132.42561361116142,-17319.70146834522,96.3843071723447,-16613.30473202667,129.00255858519637,670.5940551757812,51.23754318268392,681.23642578125,21.22658422681864,689.7503173828125,7.78231154034145,9.000301361083984e-05,0.0,0.0001,0.0,,,,
10,33.619259405136106,1.5072251715754592,5.76229190826416,1.4399712036068677,30.413999999999998,2.760202438228036,7.017999999999999,3.7108701809683398,0.6024746666666667,0.057627988261877705,0.1132546117415244,0.0570344834756712,0.1124493138517733,0.048398158114126205,-17499.30554435707,404.65749072413234,-15976.137015610162,163.93626429628537,-17300.762509901684,152.28319858145704,-15969.877286617488,120.69084529445594,663.5341674804688,65.17493372330402,670.489501953125,21.456374357218294,673.5068359375,13.38320114482503,0.0008999705314636,0.0,0.0001,0.0,,,,
50,42.51148638725281,0.6878456149048972,7.517429304122925,0.8192010236934443,57.673,3.786126978853191,51.082,6.284748006085845,0.816832,0.028198120662357763,0.2932891699359045,0.05477674925597619,0.30109971592831186,0.05144860082921223,-26039.871781173697,1712.1077797683074,-15466.865365422851,983.1701311557824,-17743.80305980213,367.1144259040258,-15364.59501296044,802.5647843701227,623.1102416992187,39.301706957453014,645.51259765625,22.072719267227374,629.7730346679688,18.436434402050793,0.0044999718666076,0.0,0.0001,0.0,,,,
100,57.520096683502196,3.242079842423378,7.257670593261719,0.26913534060881106,61.855,3.135400692096625,59.111000000000004,2.3366814074665805,0.8192213333333334,0.04574048690407901,0.3066092596793271,0.07283813638623453,0.31577546092670766,0.07398412049632865,-28378.792367998678,707.88646610073,-17349.71692799466,104.28866292020045,-17715.633587809956,449.8061577446904,-15829.955856818473,434.9142535794584,567.422265625,70.81476857026753,619.2965209960937,21.610370802346072,580.4146850585937,27.450315371260352,0.0090000033378601,0.0,0.0001,0.0,,,,
500,73.85275883674622,1.3700464381718545,8.153607892990113,1.0021682966730043,68.947,6.180057240835235,67.761,3.0920672696434046,0.7811413333333335,0.056856242577222764,0.24145216398743527,0.07441719582926369,0.251922980156995,0.07496083703359996,-29016.002733173293,1455.0680206142003,-23721.902054301278,1279.9293842122054,-17999.29334454179,371.08932342666833,-16037.740304628436,657.0300211369588,358.67905883789064,37.73246987765205,408.88893432617186,9.749965950538865,381.4691528320312,20.721718493482395,0.0450000166893005,0.0,0.0001,0.0,,,,
1000,88.3785171508789,1.8355325586439346,8.588987064361572,1.445840868527268,71.49099999999999,8.920966455491243,72.95500000000001,8.488664500379317,0.7500479999999999,0.06510219357970116,0.25257220012619785,0.06907974461944061,0.25932579718822585,0.06806563369180703,-29309.225457017434,1565.8203396210054,-24745.094388849822,645.4013323211851,-18108.312850351536,519.8435773712553,-16494.893644367006,932.8866726061792,397.5482543945312,23.27819427060111,305.5086364746094,10.558089969799848,301.7672607421875,7.466474879325764,0.090000033378601,0.0,0.0001,0.0,,,,
2000,108.21333479881287,1.4562590135404536,23.381117200851442,0.9106349002492216,79.295,9.645918178172566,79.221,7.599828452011267,0.7029546666666666,0.08412958132151456,0.223284334565026,0.048602675893778924,0.19759654685349948,0.04446997727904773,-26934.352935570532,1058.3141871171244,-25142.85689325935,636.6652682886095,-18827.834097651892,704.6397311342245,-17772.179671728685,825.8146715126557,420.77410278320315,55.48995762179952,244.92658386230468,19.71039891610311,255.2661102294922,26.10524938309404,0.1800000071525573,0.0,0.0001,0.0,14306.955084082834,433.2945638539363,-13763.309004606475,419.7623183917979
3000,143.06525912284852,1.961666182279914,8.119468688964844,0.27335141658733847,90.49300000000001,3.529926698955658,88.68599999999999,3.620639446285698,0.6384213333333333,0.02490679800108127,0.21740092313938547,0.03226786148668698,0.1917093299958478,0.03324253027697241,-27266.242286189612,895.962707360685,-25145.628215856505,903.0471874207573,-18722.283901919654,380.2023692856402,-17803.533528346194,263.83424592336297,429.8955810546875,45.50594902660403,216.6353759765625,16.47646991965915,234.02943420410156,14.674858797509824,0.2699999213218689,0.0,0.0001,0.0,,,,
4000,162.25142960548402,1.9594840730136873,23.971445989608764,0.5055134946088562,91.137,3.3140149365988107,90.822,3.1718106027945594,0.6306240000000001,0.028564752794698278,0.18833647301847178,0.01308932996690177,0.1543841861558351,0.012795657405073768,-27005.31770581296,1135.712123425368,-25321.90854857316,437.8272114146265,-18942.167068683924,494.1869622344558,-18163.85754507516,375.91194466387975,426.6720764160156,36.633806901189445,196.48946228027344,8.781701851044888,218.00037536621093,11.767174972832276,0.3599999547004699,0.0,0.0001,0.0,14247.568893634036,340.0529413799321,-13726.850099895615,228.90849416288455
