shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
94.0,50.0,-12152.993558596625,-11547.792624145559,-10938.9208564941,10938.9208564941,1
94.0,50.0,-12152.993558596625,-11547.792624145559,-10938.9208564941,10938.9208564941,2
91.0,49.0,-12252.384301493177,-11558.855730559537,-10935.729340774325,10935.729340774325,3
95.0,51.0,-12261.62052512212,-11580.96411844653,-10924.422658730442,10924.422658730442,4
94.0,50.0,-12258.655332867063,-11580.261483860484,-10920.644838743312,10920.644838743312,5
94.0,50.0,-12221.252556080412,-11618.804599404833,-10948.804891994467,10948.804891994467,6
93.0,51.0,-12332.449611714825,-11615.937186344445,-10970.02337458001,10970.02337458001,7
94.0,50.0,-12265.128378271213,-11643.054247379681,-10982.642728286799,10982.642728286799,8
93.0,53.0,-12400.54207258683,-11613.410859765934,-10941.399204753798,10941.399204753798,9
95.0,51.0,-12270.682069519062,-11581.573246607013,-10920.052736617443,10920.052736617443,10
95.0,53.0,-12364.512550436682,-11691.19826054622,-10967.974414401478,10967.974414401478,11
92.0,50.0,-12376.276011979498,-11667.49766014746,-10979.712032647609,10979.712032647609,12
94.0,50.0,-12238.616817849934,-11616.872027914562,-10981.941113134839,10981.941113134839,13
93.0,51.0,-12381.97749734697,-11669.73875268662,-10983.126482528294,10983.126482528294,14
95.0,51.0,-12302.115470035555,-11668.501674320913,-10988.292745846386,10988.292745846386,15
92.0,50.0,-12408.03567209714,-11698.65951118513,-11010.182658830872,11010.182658830872,16
93.0,51.0,-12413.737157464611,-11700.900603724293,-11013.597108711556,11013.597108711556,17
93.0,51.0,-12413.737157464611,-11700.900603724293,-11013.597108711556,11013.597108711556,18
92.0,50.0,-12377.188398172339,-11688.361305330855,-11010.034521169717,11010.034521169717,19
93.0,51.0,-12402.647916801605,-11748.126207459247,-11071.776253916754,11071.776253916754,20
