shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
3.0,7.0,-2314.823307264869,-2305.5907505701807,-2263.353824506288,2263.353824506288,1
3.0,7.0,-2314.823307264869,-2305.59075057018,-2263.3538245062887,2263.3538245062887,2
1.0,7.0,-2314.8233072648695,-2305.59075057018,-2263.3538245062887,2263.3538245062887,3
8.0,8.0,-2317.9954133469864,-2307.011939945632,-2265.306871625748,2265.306871625748,4
10.0,8.0,-2317.995413346987,-2307.0119399456325,-2265.3068716257485,2265.3068716257485,5
8.0,8.0,-2317.9954133469864,-2307.011939945632,-2265.306871625748,2265.306871625748,6
6.0,8.0,-2317.995413346987,-2307.011939945632,-2265.3068716257485,2265.3068716257485,7
6.0,8.0,-2319.2917060246596,-2308.6550015974804,-2266.2967421889325,2266.2967421889325,8
8.0,8.0,-2322.952989593608,-2311.89642103536,-2271.3496881230126,2271.3496881230126,9
