shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
96.0,50.0,-12480.40994013412,-11685.416742177791,-10985.792749755397,10985.792749755397,1
96.0,50.0,-12440.929312038777,-11715.628619895679,-11071.434386487867,11071.434386487867,2
96.0,50.0,-12472.878278907103,-11768.936939190206,-11085.866181266492,11085.866181266492,3
96.0,52.0,-12473.718382238943,-11783.6478496868,-11086.384898013263,11086.384898013263,4
95.0,49.0,-12474.329122111934,-11765.399628112504,-11088.223626538223,11088.223626538223,5
96.0,50.0,-12500.045964544308,-11774.896382278734,-11092.685316460183,11092.685316460183,6
94.0,50.0,-12479.867695150246,-11772.754232281899,-11087.352681894212,11087.352681894212,7
92.0,46.0,-12327.59181883811,-11810.689042271792,-11141.38489832647,11141.38489832647,8
95.0,49.0,-12470.312325773864,-11787.48355329941,-11104.825032370685,11104.825032370685,9
95.0,49.0,-12461.605770277036,-11828.512658160129,-11135.830397324471,11135.830397324471,10
96.0,50.0,-12537.40065256357,-11801.769746789827,-11135.149220519173,11135.149220519173,11
96.0,50.0,-12561.027171191545,-11844.667281886052,-11149.443841839435,11149.443841839435,12
97.0,51.0,-12564.461613762927,-11847.63680404155,-11149.567488461655,11149.567488461655,13
96.0,50.0,-12563.131301658472,-11849.05236389995,-11148.449250573205,11148.449250573205,14
97.0,51.0,-12599.951747640485,-11864.007031328381,-11156.52379711371,11156.52379711371,15
92.0,50.0,-12553.574524342275,-11813.160260644943,-11157.032058596791,11157.032058596791,16
93.0,51.0,-12622.59804548408,-11826.604427776563,-11137.267421808543,11137.267421808543,17
96.0,52.0,-12613.812768919148,-11881.772419696079,-11155.790025928065,11155.790025928065,18
95.0,49.0,-12485.677660928966,-11888.444874072387,-11220.803505796703,11220.803505796703,19
