shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
60.0,70.0,-53621.56891162546,-53133.815187276094,-49385.83912697718,49385.83912697718,1
59.0,69.0,-53604.98510777551,-53136.45782851726,-49434.31571626862,49434.31571626862,2
66.0,70.0,-53641.162148132265,-53188.684656700265,-49412.080863288946,49412.080863288946,3
64.0,70.0,-53596.3425485651,-53099.80126040643,-49438.00315738338,49438.00315738338,4
60.0,70.0,-53665.36657153584,-53227.24852041817,-49408.51878886751,49408.51878886751,5
64.0,70.0,-53646.110935925375,-53192.31490970176,-49424.63612973376,49424.63612973376,6
68.0,72.0,-53707.57498577384,-53239.71508497388,-49415.14649366603,49415.14649366603,7
66.0,70.0,-53649.170800131506,-53195.57639020696,-49425.69551819919,49425.69551819919,8
68.0,70.0,-53649.170800131506,-53195.57639020696,-49425.69551819919,49425.69551819919,9
67.0,71.0,-53677.00140635199,-53241.48330594067,-49409.41644865885,49409.41644865885,10
69.0,71.0,-53655.99031323468,-53203.139428079005,-49425.40416830475,49425.40416830475,11
67.0,71.0,-53657.74577074152,-53206.549695224254,-49425.53378952511,49425.53378952511,12
68.0,72.0,-53757.850286076966,-53330.919492601126,-49404.654103892746,49404.654103892746,13
70.0,72.0,-53676.29782772639,-53228.467896785136,-49426.60535561604,49426.60535561604,14
70.0,72.0,-53678.05328523323,-53231.87816393039,-49426.7349768364,49426.7349768364,15
74.0,72.0,-53680.860365874396,-53234.53299715683,-49432.47704564066,49432.47704564066,16
66.0,70.0,-53782.66236402072,-53273.712284730136,-49410.49288730067,49410.49288730067,17
70.0,72.0,-53773.070744530225,-53360.3749306078,-49442.70443826872,49442.70443826872,18
70.0,72.0,-53805.25861261166,-53293.45830900708,-49428.58520067592,49428.58520067592,19
70.0,70.0,-53834.18108885922,-53331.3094756596,-49514.735709374356,49514.735709374356,20
