shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
90.0,52.0,-12482.69024621494,-11825.331963277846,-11052.204362419607,11052.204362419607,1
91.0,53.0,-12493.841217737096,-11797.586686553064,-11091.15256284289,11091.15256284289,2
96.0,58.0,-12652.032898931297,-11863.545871272501,-11049.706637867497,11049.706637867497,3
90.0,54.0,-12620.94371405452,-11863.660669677696,-11083.924884579734,11083.924884579734,4
95.0,55.0,-12671.375731444541,-11864.754478520663,-11083.492566784196,11083.492566784196,5
89.0,55.0,-12774.924604500366,-11897.031809251148,-11054.762966395218,11054.762966395218,6
90.0,54.0,-12642.284558039848,-11906.896814281283,-11130.32165917625,11130.32165917625,7
94.0,56.0,-12720.558133739984,-11875.125739784964,-11084.34256820294,11084.34256820294,8
92.0,56.0,-12695.304516037946,-11892.24322398636,-11089.807337074204,11089.807337074204,9
93.0,57.0,-12812.843035560329,-11916.11048743618,-11083.454875131425,11083.454875131425,10
96.0,58.0,-12743.372382515901,-11968.210457458956,-11133.290325927577,11133.290325927577,11
93.0,55.0,-12703.185942997197,-11971.251789466316,-11157.103602834546,11157.103602834546,12
94.0,58.0,-12834.896078958138,-11917.853229557599,-11087.125033726816,11087.125033726816,13
96.0,60.0,-12906.15016301985,-11963.50547836386,-11092.179461166443,11092.179461166443,14
91.0,57.0,-12763.094209246736,-11963.828194928907,-11135.546780111703,11135.546780111703,15
91.0,55.0,-12776.74971386868,-12018.564508519614,-11174.410207521436,11174.410207521436,16
93.0,57.0,-12807.364188418656,-12048.420173562306,-11194.695950636908,11194.695950636908,17
97.0,59.0,-12994.638878011532,-12115.164931236626,-11231.923359962462,11231.923359962462,18
101.0,63.0,-13075.221528969056,-12122.025921681136,-11211.68094347526,11211.68094347526,19
95.0,61.0,-13223.692012539479,-12019.768029597077,-11169.91325447098,11169.91325447098,20
