shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
94.0,50.0,-12152.492527993594,-11541.022311310533,-10913.476147847568,10913.476147847568,1
94.0,50.0,-12152.492527993594,-11541.022311310533,-10913.476147847568,10913.476147847568,2
91.0,49.0,-12156.656748860656,-11557.1785303449,-10949.525046510698,10949.525046510698,3
93.0,47.0,-12112.154836049322,-11565.845674633149,-10949.687727959275,10949.687727959275,4
93.0,51.0,-12222.551510698311,-11571.211639015673,-10942.14367786644,10942.14367786644,5
94.0,50.0,-12234.571419637896,-11583.178736403777,-10958.773119977195,10958.773119977195,6
95.0,51.0,-12324.193649729219,-11645.584762771721,-10964.777312594313,10964.777312594313,7
95.0,51.0,-12324.193649729219,-11645.584762771721,-10964.777312594315,10964.777312594315,8
95.0,51.0,-12324.193649729219,-11645.584762771721,-10964.777312594315,10964.777312594315,9
95.0,51.0,-12314.115041211331,-11618.699055720694,-10972.062867199136,10972.062867199136,10
93.0,51.0,-12304.630402342613,-11613.36806410892,-10987.440649996068,10987.440649996068,11
95.0,51.0,-12368.293959117525,-11742.166547669518,-11077.099629927321,11077.099629927321,12
95.0,51.0,-12491.980788231213,-11798.37266731671,-11117.424405666732,11117.424405666732,13
