episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,66.7,60.3,44.0,-53700.65153286782,-53617.55697844341,-53272.99494635927,-53162.20974518159
20,66.85,60.15,44.0,-53765.90871497748,-53617.55697844341,-53311.85396020097,-53162.20974518159
30,66.63333333333334,60.233333333333334,44.0,-53765.04336633794,-53579.539425064046,-53296.510535093425,-53110.484067121244
40,66.55,60.2,44.0,-53782.81021058322,-53579.539425064046,-53291.11629308746,-53110.484067121244
50,66.58,60.62,44.0,-53774.54585629383,-53579.539425064046,-53292.70576943228,-53110.484067121244
60,66.6,60.266666666666666,43.0,-53767.03375984195,-53579.539425064046,-53294.15503264424,-53110.484067121244
70,66.58571428571429,60.1,43.0,-53763.661738435214,-53579.539425064046,-53294.68199041807,-53110.484067121244
80,66.7,60.175,43.0,-53763.64501599793,-53579.539425064046,-53299.48382005344,-53110.484067121244
90,66.6,59.955555555555556,43.0,-53755.243459629295,-53575.71991589182,-53294.46295934519,-53088.737868362696
100,66.65,59.83,43.0,-53756.13854029137,-53575.71991589182,-53297.08209039104,-53088.737868362696
110,66.65454545454546,59.74545454545454,43.0,-53753.9831881034,-53575.71991589182,-53298.9029466936,-53088.737868362696
120,66.64166666666667,59.825,43.0,-53752.45506135331,-53575.71991589182,-53298.48950334231,-53088.737868362696
130,66.77692307692308,60.36153846153846,43.0,-53753.711254900365,-53575.71991589182,-53302.03107931595,-53088.737868362696
140,66.77142857142857,60.22857142857143,43.0,-53756.91709317355,-53575.71991589182,-53302.79766942908,-53088.737868362696
150,66.76,60.2,43.0,-53753.77002234927,-53575.71991589182,-53301.59968795833,-53088.737868362696
160,66.79375,60.30625,43.0,-53751.435619659766,-53575.71991589182,-53300.89850881292,-53088.737868362696
170,66.82352941176471,60.411764705882355,43.0,-53751.3031178054,-53575.71991589182,-53302.03165724847,-53088.737868362696
180,66.82222222222222,60.666666666666664,43.0,-53748.945512229264,-53575.71991589182,-53300.13698249567,-53088.737868362696
190,66.81052631578947,60.72631578947368,43.0,-53746.7709049127,-53575.71991589182,-53298.140888502094,-53088.737868362696
200,66.815,60.635,43.0,-53746.28776612818,-53575.71991589182,-53299.3645813225,-53088.737868362696
210,66.85714285714286,60.84761904761905,43.0,-53751.36007340298,-53575.71991589182,-53301.25613914941,-53088.737868362696
220,66.86818181818182,60.777272727272724,43.0,-53753.161816024854,-53554.52870992401,-53300.23695422663,-53067.86517840244
