shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
75.0,67.0,-53456.42045644958,-52925.39656318851,-49381.208013843054,49381.208013843054,1
74.0,70.0,-53541.72532173532,-53017.599946304326,-49384.89607849504,49384.89607849504,2
69.0,69.0,-53527.61016573747,-52998.61195734401,-49390.70589816064,49390.70589816064,3
72.0,68.0,-53568.93076206168,-53061.148558279674,-49388.351935720544,49388.351935720544,4
90.0,70.0,-53554.08944367639,-53030.247452606935,-49423.84432658876,49423.84432658876,5
87.0,73.0,-53870.123102110614,-53275.412895077956,-49346.760222382116,49346.760222382116,6
89.0,73.0,-53762.493745353895,-53118.63431077861,-49430.90656949601,49430.90656949601,7
94.0,76.0,-53926.5456137148,-53049.87876168423,-49442.59339567302,49442.59339567302,8
75.0,71.0,-53815.452823960164,-53101.75787385533,-49548.23336731803,49548.23336731803,9
97.0,75.0,-54237.65547852683,-53612.33643711105,-49798.12178747898,49798.12178747898,10
