shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
70.0,68.0,-53397.016796102995,-52952.66701451713,-49368.79196997611,49368.79196997611,1
68.0,68.0,-53397.016796102995,-52952.66701451713,-49368.79196997611,49368.79196997611,2
60.0,66.0,-53358.01911309542,-52891.4659194505,-49392.738354083005,49392.738354083005,3
68.0,70.0,-53372.45269401707,-52903.571343232856,-49380.58215407623,49380.58215407623,4
66.0,68.0,-53387.82175198349,-52928.39452360117,-49393.3949027147,49393.3949027147,5
68.0,68.0,-53433.91617074726,-52994.461314997054,-49383.50407710066,49383.50407710066,6
65.0,67.0,-53375.99597290378,-52914.33901323952,-49391.30863166624,49391.30863166624,7
64.0,68.0,-53425.931824569525,-52969.48008082253,-49400.476248656734,49400.476248656734,8
64.0,68.0,-53426.89125559917,-52981.475051829024,-49389.70108183067,49389.70108183067,9
73.0,69.0,-53386.21805978523,-52922.89426319752,-49401.722703518375,49401.722703518375,10
68.0,68.0,-53441.43463102937,-52990.72634935735,-49407.846905204366,49407.846905204366,11
75.0,69.0,-53394.280607241206,-52923.07127040184,-49420.73594673311,49420.73594673311,12
71.0,69.0,-53408.43886502262,-52953.23146689806,-49390.92558479371,49390.92558479371,13
78.0,70.0,-53529.16256227812,-52993.04879831262,-49368.53923532447,49368.53923532447,14
77.0,73.0,-53589.39062989069,-53182.84259307359,-49390.27192047919,49390.27192047919,15
62.0,70.0,-53847.349533627115,-53199.20277822798,-49417.925498437384,49417.925498437384,16
