episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,51.0,96.0,93.0,-12126.75345746665,-12047.345235847588,-11486.654834538585,-11454.401471421594
20,51.05,96.25,93.0,-12136.19236349632,-12047.345235847588,-11490.744991747251,-11437.09466052407
30,51.03333333333333,96.03333333333333,92.0,-12138.69301562812,-12046.261889210266,-11498.3624091809,-11437.09466052407
40,51.125,96.225,92.0,-12126.924914291043,-12005.77444802745,-11491.437769433942,-11408.6915623436
50,51.06,96.3,92.0,-12127.44448858624,-12005.77444802745,-11490.308017346153,-11408.6915623436
60,51.083333333333336,96.35,92.0,-12137.43771714585,-12005.77444802745,-11490.543258552621,-11408.6915623436
70,51.02857142857143,96.25714285714285,92.0,-12133.163954830512,-12004.224691562236,-11488.427676210644,-11408.6915623436
80,51.05,96.3,92.0,-12132.712235553967,-12004.224691562236,-11487.231585033358,-11408.6915623436
90,51.077777777777776,96.38888888888889,92.0,-12133.892735180045,-12004.224691562236,-11488.20008526958,-11408.6915623436
100,51.09,96.39,92.0,-12132.059422731621,-12004.224691562236,-11487.924856169675,-11408.6915623436
110,51.06363636363636,96.37272727272727,92.0,-12130.847277630635,-12004.224691562236,-11487.560924438396,-11408.6915623436
120,51.041666666666664,96.29166666666667,92.0,-12130.627534689007,-12004.224691562236,-11487.782633400931,-11408.6915623436
130,51.05384615384615,96.3,92.0,-12130.216171134336,-12004.224691562236,-11487.730429077727,-11408.6915623436
140,51.02142857142857,96.25,92.0,-12129.002884641166,-12004.224691562236,-11487.388786295578,-11408.6915623436
150,51.06,96.3,92.0,-12130.748636077391,-12004.224691562236,-11488.60082064342,-11408.6915623436
160,51.05625,96.34375,92.0,-12131.736431993857,-12004.224691562236,-11489.151873606568,-11408.6915623436
170,51.076470588235296,96.3,91.0,-12131.295668406323,-12004.224691562236,-11489.510404093979,-11408.6915623436
180,51.083333333333336,96.32777777777778,91.0,-12131.108454928251,-12004.224691562236,-11488.495886758205,-11408.6915623436
190,51.06315789473684,96.34736842105264,91.0,-12131.577808061447,-12004.224691562236,-11488.438946321583,-11408.6915623436
200,51.05,96.32,91.0,-12131.552806455667,-12004.224691562236,-11488.219147590095,-11408.6915623436
210,51.08095238095238,96.37619047619047,91.0,-12132.622329105432,-12004.224691562236,-11488.636656104942,-11408.6915623436
220,51.10454545454545,96.35,91.0,-12133.545407779964,-12004.224691562236,-11488.539448860678,-11408.6915623436
230,51.082608695652176,96.3,91.0,-12133.89229970572,-12004.224691562236,-11489.487194785339,-11408.6915623436
240,51.108333333333334,96.325,91.0,-12133.08361295258,-12004.224691562236,-11489.1054951579,-11408.6915623436
250,51.088,96.312,91.0,-12132.93767148143,-12004.224691562236,-11489.019787568855,-11408.6915623436
260,51.10769230769231,96.36153846153846,91.0,-12133.804356137594,-12004.224691562236,-11489.467588461202,-11408.6915623436
270,51.1037037037037,96.36296296296297,91.0,-12133.546926457297,-12004.224691562236,-11489.416637945074,-11384.09596001297
280,51.13214285714286,96.38214285714285,91.0,-12134.470477210614,-12004.224691562236,-11489.786464581952,-11384.09596001297
290,51.13793103448276,96.4,91.0,-12134.095498230112,-11995.928436836663,-11489.39904714764,-11384.09596001297
300,51.12,96.38,91.0,-12133.692601453035,-11995.928436836663,-11488.877622535685,-11384.09596001297
310,51.12258064516129,96.3741935483871,91.0,-12134.210888142481,-11995.928436836663,-11489.4270373644,-11384.09596001297
320,51.11875,96.3875,91.0,-12133.457961112676,-11995.928436836663,-11489.221892781206,-11384.09596001297
330,51.13939393939394,96.41818181818182,91.0,-12132.794116855119,-11995.928436836663,-11489.194607136773,-11384.09596001297
340,51.14411764705882,96.43235294117648,91.0,-12133.008700114215,-11995.928436836663,-11488.947305210004,-11384.09596001297
350,51.12571428571429,96.42285714285714,91.0,-12133.467799259051,-11995.928436836663,-11489.325808229378,-11384.09596001297
360,51.13333333333333,96.43333333333334,91.0,-12133.831313235209,-11995.928436836663,-11489.58674443797,-11384.09596001297
370,51.12432432432433,96.42162162162163,91.0,-12133.91647703125,-11995.928436836663,-11489.719205527997,-11384.09596001297
380,51.126315789473686,96.43684210526315,91.0,-12134.264256806711,-11995.928436836663,-11490.083655806979,-11384.09596001297
390,51.10769230769231,96.42051282051283,91.0,-12134.237535695436,-11995.928436836663,-11490.101593364452,-11384.09596001297
400,51.1175,96.4175,91.0,-12134.23222736931,-11995.928436836663,-11490.227177044155,-11384.09596001297
