episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,52.3,97.3,94.0,-12065.676833104315,-11957.56217067252,-11337.030508547618,-11243.19794573589
20,52.55,97.45,94.0,-12041.662297682296,-11919.01352096375,-11318.419404277718,-11243.19794573589
30,52.86666666666667,97.66666666666667,94.0,-12039.77051698451,-11894.348097442002,-11313.87382314431,-11243.19794573589
40,52.975,97.625,92.0,-12052.934827770303,-11894.348097442002,-11323.215002194476,-11243.19794573589
50,53.28,97.92,92.0,-12067.561242011283,-11894.348097442002,-11330.189214834245,-11243.19794573589
60,53.25,97.71666666666667,92.0,-12069.501130499451,-11894.348097442002,-11328.632280929432,-11243.19794573589
70,53.08571428571429,97.51428571428572,91.0,-12065.74710548166,-11894.348097442002,-11327.16805372644,-11236.363316177407
80,53.0125,97.4875,91.0,-12062.936628816125,-11890.839381449263,-11326.594437402024,-11223.640915231872
90,52.98888888888889,97.43333333333334,91.0,-12062.648120088486,-11890.839381449263,-11326.515304239767,-11223.640915231872
100,53.04,97.5,91.0,-12062.40764084179,-11890.839381449263,-11325.803852912626,-11208.820763275524
110,52.981818181818184,97.41818181818182,91.0,-12060.193959460257,-11890.839381449263,-11324.562795756623,-11208.820763275524
120,53.0,97.38333333333334,91.0,-12060.772302277985,-11890.839381449263,-11324.15284539932,-11208.820763275524
130,52.97692307692308,97.36153846153846,91.0,-12057.429348876922,-11890.839381449263,-11321.75296053858,-11208.820763275524
140,53.05,97.43571428571428,91.0,-12056.373712301065,-11890.839381449263,-11320.94321315482,-11208.820763275524
150,53.02,97.39333333333333,91.0,-12056.034613241089,-11890.839381449263,-11319.719786100955,-11208.820763275524
160,53.05625,97.34375,91.0,-12059.230505052521,-11890.839381449263,-11320.42123309566,-11208.820763275524
170,52.98823529411764,97.24705882352941,90.0,-12055.60283518383,-11887.523408969259,-11318.371707042348,-11189.064800759339
180,52.99444444444445,97.22777777777777,90.0,-12056.786457700686,-11887.523408969259,-11319.092848686343,-11189.064800759339
190,53.02105263157895,97.27368421052631,90.0,-12058.99491768056,-11887.523408969259,-11320.157592456808,-11189.064800759339
200,53.065,97.325,90.0,-12060.776060460277,-11887.523408969259,-11321.468859962722,-11189.064800759339
210,53.095238095238095,97.32380952380953,90.0,-12061.171434464784,-11887.523408969259,-11321.143386734246,-11189.064800759339
220,53.07727272727273,97.27727272727273,90.0,-12060.158334107386,-11877.882667519314,-11320.353231415073,-11189.064800759339
230,53.09130434782609,97.30869565217391,90.0,-12060.605453819377,-11877.882667519314,-11320.412225167065,-11189.064800759339
240,53.07083333333333,97.2625,90.0,-12060.623728955175,-11865.170442434886,-11320.6404987842,-11189.064800759339
250,53.06,97.26,90.0,-12059.802492118817,-11865.170442434886,-11320.40050910467,-11189.064800759339
260,53.08461538461538,97.31538461538462,90.0,-12060.560666117308,-11865.170442434886,-11320.293947944825,-11189.064800759339
270,53.08888888888889,97.31851851851852,90.0,-12061.837820976856,-11865.170442434886,-11320.607623284037,-11189.064800759339
280,53.05,97.28571428571429,90.0,-12060.697221686585,-11865.170442434886,-11320.14524085662,-11189.064800759339
290,53.01724137931034,97.2448275862069,90.0,-12058.322742464676,-11865.170442434886,-11318.672692260698,-11189.064800759339
300,53.016666666666666,97.25666666666666,90.0,-12057.882111157012,-11865.170442434886,-11318.359021028658,-11189.064800759339
310,53.05806451612903,97.29032258064517,90.0,-12059.080012848906,-11865.170442434886,-11318.606596681286,-11189.064800759339
320,53.028125,97.265625,90.0,-12057.246739024025,-11865.170442434886,-11317.508162317596,-11189.064800759339
330,53.027272727272724,97.26363636363637,90.0,-12058.025722446697,-11865.170442434886,-11318.038428043013,-11189.064800759339
340,53.06470588235294,97.28235294117647,90.0,-12059.26025687475,-11865.170442434886,-11318.527984514021,-11189.064800759339
350,53.07142857142857,97.30571428571429,90.0,-12059.158448159029,-11865.170442434886,-11318.453882733193,-11189.064800759339
360,53.06944444444444,97.29722222222222,90.0,-12058.696111114934,-11865.170442434886,-11318.489693347228,-11189.064800759339
370,53.067567567567565,97.3,90.0,-12058.18824080762,-11865.170442434886,-11318.494923208324,-11189.064800759339
380,53.08157894736842,97.30263157894737,90.0,-12058.466966582597,-11865.170442434886,-11318.626331865687,-11189.064800759339
390,53.07692307692308,97.28205128205128,90.0,-12059.346048974496,-11865.170442434886,-11319.120808524609,-11189.064800759339
400,53.085,97.295,90.0,-12060.939037128128,-11865.170442434886,-11319.430521661696,-11189.064800759339
