episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,8.0,5.8,3.0,-2269.050610151129,-2263.7680603921767,-2255.892727341679,-2253.469287317523
20,7.7,5.4,3.0,-2267.039243093869,-2263.7680603921767,-2254.9753487795883,-2253.469287317523
30,7.633333333333334,4.966666666666667,1.0,-2266.7792186101524,-2263.7680603921767,-2254.770222808307,-2253.469287317523
40,8.025,6.025,1.0,-2269.5268347482333,-2263.7680603921767,-2256.0303966479487,-2253.469287317523
50,7.92,5.6,1.0,-2268.9182205686875,-2263.7680603921767,-2255.7020483447627,-2253.469287317523
60,7.933333333333334,5.6,1.0,-2268.9575977153613,-2263.7680603921767,-2255.8224845397617,-2253.469287317523
70,7.871428571428571,5.385714285714286,1.0,-2268.75645546693,-2263.7680603921767,-2255.6033268411225,-2253.469287317523
80,7.825,5.425,1.0,-2268.3733608399302,-2263.7680603921767,-2255.4125691602235,-2253.469287317523
90,7.866666666666666,5.533333333333333,1.0,-2268.7650016656116,-2263.7680603921767,-2255.5582263774036,-2253.469287317523
100,7.86,5.5,1.0,-2268.727378860998,-2263.7680603921767,-2255.5015420841523,-2253.469287317523
