shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
49.0,69.0,-53547.41812564767,-53082.52870664376,-49340.130764365196,49340.130764365196,1
59.0,71.0,-53568.25849771278,-53107.292945037196,-49341.10656104333,49341.10656104333,2
61.0,71.0,-53526.42051937599,-53039.77434190974,-49369.6336753316,49369.6336753316,3
58.0,70.0,-53575.29728937457,-53080.512071636556,-49378.659549303,49378.659549303,4
64.0,68.0,-53532.47274076081,-53047.12065296473,-49393.08633822256,49393.08633822256,5
85.0,73.0,-53578.35971538601,-53074.00542188348,-49387.493942988214,49387.493942988214,6
78.0,72.0,-53582.45214428316,-53095.214208067984,-49405.566338812714,49405.566338812714,7
75.0,69.0,-53694.75844136778,-53062.511553911114,-49319.71368442555,49319.71368442555,8
70.0,72.0,-53585.90954798206,-53094.08763070361,-49419.28723883261,49419.28723883261,9
75.0,69.0,-53626.31398511405,-52952.22356475217,-49359.02138659977,49359.02138659977,10
58.0,70.0,-53636.61548891795,-53191.979749128004,-49429.95266069703,49429.95266069703,11
105.0,73.0,-53755.558852761555,-53249.31992989203,-49358.34765718817,49358.34765718817,12
77.0,73.0,-53579.12722994277,-53076.11275468444,-49415.068600658815,49415.068600658815,13
56.0,70.0,-53590.178291275326,-53120.05738730713,-49457.735370467075,49457.735370467075,14
59.0,69.0,-53573.6919402315,-53088.90790610474,-49472.01785793491,49472.01785793491,15
71.0,73.0,-53651.86758146551,-53190.2595736977,-49465.69737506405,49465.69737506405,16
64.0,70.0,-53588.33706695294,-53109.63523878262,-49474.24923970183,49474.24923970183,17
57.0,71.0,-53756.20424746458,-53216.7973682502,-49431.44569096736,49431.44569096736,18
80.0,72.0,-53671.631786383005,-53211.39864915031,-49460.97901410953,49460.97901410953,19
77.0,73.0,-53670.58420518181,-53212.16030177876,-49467.206215784696,49467.206215784696,20
