shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
2.0,25.0,-12757.722982210684,-12794.360046180496,-12103.343728007998,12103.343728007998,1
4.0,25.0,-12757.72298221068,-12794.360046180496,-12103.343728007994,12103.343728007994,2
4.0,25.0,-12757.722982210686,-12794.360046180496,-12103.343728007998,12103.343728007998,3
8.0,25.0,-12757.722982210684,-12794.360046180494,-12103.343728007998,12103.343728007998,4
2.0,25.0,-12748.336935774896,-12784.035836965602,-12100.626477307991,12100.626477307991,5
12.0,27.0,-12806.278617968028,-12850.573275162249,-12103.651171721162,12103.651171721162,6
9.0,26.0,-12782.598992810608,-12823.125186063518,-12109.32736846621,12109.32736846621,7
9.0,26.0,-12782.598992810606,-12823.125186063518,-12109.32736846621,12109.32736846621,8
7.0,26.0,-12782.598992810606,-12823.12518606352,-12109.32736846621,12109.32736846621,9
9.0,26.0,-12773.21294637482,-12812.800976848624,-12106.610117766208,12106.610117766208,10
5.0,26.0,-12809.552404680273,-12838.413854875744,-12123.187451448981,12123.187451448981,11
