shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
7.0,26.0,-12774.863881609373,-12808.033183956319,-12104.487819678629,12104.487819678629,1
7.0,26.0,-12765.477835173586,-12797.708974741425,-12101.770568978623,12101.770568978623,2
9.0,26.0,-12765.477835173586,-12797.708974741423,-12101.770568978623,12101.770568978623,3
13.0,26.0,-12815.474462203738,-12842.128405768737,-12122.555486383695,12122.555486383695,4
15.0,28.0,-12840.40820701232,-12867.832405447989,-12119.849636112627,12119.849636112627,5
17.0,28.0,-12840.40820701232,-12867.832405447987,-12119.84963611263,12119.84963611263,6
13.0,26.0,-12806.08841576795,-12831.804196553843,-12119.838235683688,12119.838235683688,7
11.0,26.0,-12806.088415767952,-12831.804196553845,-12119.838235683688,12119.838235683688,8
13.0,26.0,-12806.088415767952,-12831.804196553847,-12119.838235683688,12119.838235683688,9
16.0,27.0,-12840.35047280366,-12870.893545651761,-12128.539126841906,12128.539126841906,10
18.0,29.0,-12878.85105180559,-12913.853933201297,-12122.008292922852,12122.008292922852,11
15.0,28.0,-12831.022160576533,-12857.508196233093,-12117.132385412624,12117.132385412624,12
19.0,28.0,-12831.022160576533,-12857.508196233095,-12117.132385412624,12117.132385412624,13
15.0,28.0,-12831.022160576533,-12857.508196233093,-12117.132385412626,12117.132385412626,14
17.0,28.0,-12831.022160576533,-12857.508196233093,-12117.132385412624,12117.132385412624,15
19.0,30.0,-12887.584892672437,-12924.655334141298,-12122.724276147474,12122.724276147474,16
16.0,27.0,-12830.964426367873,-12860.569336436867,-12125.821876141903,12125.821876141903,17
