shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
98.0,54.0,-12462.073356515295,-11636.323746732476,-10950.869662594721,10950.869662594721,1
98.0,58.0,-12547.842873700945,-11799.581826050362,-11058.741000292293,11058.741000292293,2
96.0,54.0,-12609.766346838123,-11802.908745061985,-11095.265950198125,11095.265950198125,3
97.0,55.0,-12658.067492130114,-11826.774703489491,-11093.066425256475,11093.066425256475,4
90.0,52.0,-12660.745749753307,-11853.584278516328,-11156.912769595354,11156.912769595354,5
95.0,53.0,-12712.758290775286,-11798.395878326884,-11115.202205057396,11115.202205057396,6
97.0,57.0,-12775.278567655836,-11910.71918128179,-11103.531839169389,11103.531839169389,7
101.0,59.0,-12740.784537465897,-11868.366214019574,-11116.584526790364,11116.584526790364,8
97.0,55.0,-12738.602232448846,-11911.697801822162,-11167.416953657397,11167.416953657397,9
93.0,55.0,-12771.131721635074,-11936.805322765596,-11190.683431642728,11190.683431642728,10
101.0,59.0,-12796.162567910189,-11955.922133837794,-11168.38123202161,11168.38123202161,11
97.0,57.0,-12863.865877397737,-12012.427849702799,-11252.48658724998,11252.48658724998,12
98.0,56.0,-12883.391382858768,-11999.241474805975,-11255.3224268458,11255.3224268458,13
98.0,58.0,-12920.996395662585,-12021.572545934352,-11233.438934572383,11233.438934572383,14
102.0,58.0,-12969.596420580956,-12050.571812984816,-11255.035108134418,11255.035108134418,15
105.0,61.0,-12989.223716246786,-12076.9815198388,-11254.72062786999,11254.72062786999,16
98.0,58.0,-13032.863956691532,-12070.85584209717,-11299.628579600794,11299.628579600794,17
100.0,60.0,-13031.344202086539,-12104.347062984492,-11242.046118257582,11242.046118257582,18
98.0,56.0,-12992.177311463018,-12080.19008135924,-11296.784328668136,11296.784328668136,19
98.0,58.0,-13070.05923786039,-12121.865425007685,-11347.226460846743,11347.226460846743,20
