episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,8.0,6.4,3.0,-2322.090121462628,-2314.823307264869,-2310.42664863478,-2305.59075057018
20,8.25,7.05,3.0,-2323.732989231075,-2314.823307264869,-2311.7898393192945,-2305.59075057018
30,8.4,7.066666666666666,2.0,-2325.0666876701766,-2314.823307264869,-2312.6408939459607,-2305.59075057018
40,8.375,6.925,2.0,-2325.307699949927,-2314.823307264869,-2313.156322821432,-2305.59075057018
50,8.48,7.12,2.0,-2325.6097151825147,-2314.823307264869,-2312.9774114921806,-2305.59075057018
60,8.433333333333334,6.866666666666666,2.0,-2325.321743030598,-2314.823307264869,-2312.7687285381903,-2305.59075057018
70,8.528571428571428,7.271428571428571,2.0,-2326.0948241562073,-2314.823307264869,-2313.2614273859804,-2305.59075057018
80,8.5875,7.4125,2.0,-2326.8542878338258,-2314.823307264869,-2313.8281473252014,-2305.59075057018
90,8.577777777777778,7.355555555555555,2.0,-2326.7490635833424,-2314.823307264869,-2313.660853930106,-2305.59075057018
100,8.58,7.3,2.0,-2326.657558717152,-2314.823307264869,-2313.673033012326,-2305.59075057018
