shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
85.0,67.0,-53319.02715745587,-52841.049752978,-49360.885200427976,49360.885200427976,1
91.0,69.0,-53354.442611813356,-52885.81055980713,-49360.78588811419,49360.78588811419,2
82.0,68.0,-53439.40944816482,-53015.95509498653,-49353.31497589772,49353.31497589772,3
86.0,68.0,-53338.02662531115,-52862.25596781119,-49367.424302574145,49367.424302574145,4
90.0,68.0,-53400.6516590699,-52947.898730306435,-49377.18723181841,49377.18723181841,5
92.0,70.0,-53383.509374166155,-52916.75335189163,-49397.29393264243,49397.29393264243,6
92.0,68.0,-53373.46920219691,-52902.90213697322,-49401.3999692308,49401.3999692308,7
94.0,70.0,-53427.41979172424,-52976.7886153898,-49388.94640936208,49388.94640936208,8
96.0,70.0,-53416.50955302363,-52958.352238518986,-49403.51277015887,49403.51277015887,9
87.0,69.0,-53433.900514882975,-52980.81395244235,-49408.49225155685,49408.49225155685,10
94.0,70.0,-53456.34068137212,-53014.4151293098,-49399.456036556985,49399.456036556985,11
84.0,68.0,-53421.650018843204,-52963.79240722929,-49420.405145319404,49420.405145319404,12
91.0,69.0,-53419.23188738551,-52966.56241286601,-49396.59986646876,49396.59986646876,13
90.0,70.0,-53411.76776630424,-52911.297588953654,-49422.2869474971,49422.2869474971,14
99.0,71.0,-53498.054945203054,-53065.61118111323,-49412.39164987059,49412.39164987059,15
89.0,71.0,-53606.447693437585,-53039.918836148834,-49410.37951958283,49410.37951958283,16
98.0,74.0,-53608.34645902606,-53011.783036584704,-49422.99552554716,49422.99552554716,17
101.0,73.0,-53613.07103256608,-53020.286748773455,-49437.46354520386,49437.46354520386,18
107.0,77.0,-53878.22671195981,-53295.517236307656,-49403.872453230244,49403.872453230244,19
