shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
92.0,48.0,-12178.82000779379,-11551.361936329287,-10918.924086246221,10918.924086246221,1
92.0,50.0,-12454.270251293281,-11564.24591035177,-10869.457260171113,10869.457260171113,2
93.0,51.0,-12469.075975677331,-11573.4926145245,-10874.36050581889,10874.36050581889,3
93.0,51.0,-12469.075975677331,-11573.492614524503,-10874.360505818888,10874.360505818888,4
94.0,52.0,-12478.711111913233,-11586.377033418845,-10877.046942738943,10877.046942738943,5
93.0,51.0,-12468.502406300751,-11572.484045534215,-10878.720274355397,10878.720274355397,6
93.0,51.0,-12468.502406300751,-11572.484045534213,-10878.720274355395,10878.720274355395,7
91.0,51.0,-12429.070238826584,-11602.88214714051,-10903.297389229621,10903.297389229621,8
91.0,49.0,-12333.772838326973,-11641.893088209696,-10954.5401817006,10954.5401817006,9
91.0,49.0,-12457.386571877481,-11654.373003548628,-10948.672284719545,10948.672284719545,10
91.0,49.0,-12466.490810894062,-11661.378615182193,-10950.161080486636,10950.161080486636,11
93.0,51.0,-12547.255170539416,-11643.70670051116,-10915.696124459295,10915.696124459295,12
94.0,52.0,-12453.671329000283,-11672.143643846422,-10950.913588821431,10950.913588821431,13
93.0,51.0,-12474.923469257608,-11668.586628196814,-10954.755892509387,10954.755892509387,14
91.0,53.0,-12619.085852765103,-11728.395859676877,-10954.837780979044,10954.837780979044,15
