shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
73.0,69.0,-53423.87446136936,-52970.77749398348,-49406.02438774585,49406.02438774585,1
70.0,70.0,-53549.10694859447,-52966.466503856966,-49402.33347663456,49402.33347663456,2
80.0,72.0,-53552.68293986659,-53084.85804120421,-49411.56909037066,49411.56909037066,3
77.0,73.0,-53615.20498820711,-53027.91029187112,-49409.631726454536,49409.631726454536,4
83.0,73.0,-53664.46645731475,-53095.36366665293,-49387.57346322168,49387.57346322168,5
97.0,75.0,-53666.77783714651,-53098.80804208624,-49405.79865549786,49405.79865549786,6
87.0,75.0,-53701.893992672056,-53142.98156552022,-49390.44212509523,49390.44212509523,7
88.0,72.0,-53656.13997647022,-53079.99553895111,-49453.630694901636,49453.630694901636,8
85.0,73.0,-53614.02871488624,-53028.75663671066,-49413.03303500477,49413.03303500477,9
76.0,70.0,-53473.43116633336,-53000.155398381634,-49529.68445934256,49529.68445934256,10
85.0,73.0,-53690.473419899434,-53192.73318604499,-49438.58804872358,49438.58804872358,11
93.0,75.0,-53690.95757444542,-53112.22280486552,-49419.364505078964,49419.364505078964,12
89.0,77.0,-53851.00533226673,-53285.15555963657,-49401.88744990496,49401.88744990496,13
70.0,70.0,-53851.20194386569,-53214.08171230141,-49381.70576358662,49381.70576358662,14
84.0,72.0,-53948.63423089243,-53312.458704001205,-49390.45392838634,49390.45392838634,15
87.0,75.0,-53746.22882444372,-53254.26140020373,-49537.86675174562,49537.86675174562,16
82.0,74.0,-53866.13680719221,-53314.599985910456,-49511.72976583694,49511.72976583694,17
88.0,76.0,-54178.5327171346,-53413.128717744556,-49362.86452823625,49362.86452823625,18
81.0,75.0,-54077.35566598708,-53297.92994142586,-49436.66345182836,49436.66345182836,19
87.0,77.0,-54204.6636430926,-53477.43221552336,-49422.22952338571,49422.22952338571,20
