shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
8.0,17.0,-72480.0180007091,-72294.77897583041,-71742.95733550412,71742.95733550412,1
6.0,17.0,-72480.0180007091,-72294.77897583041,-71742.95733550414,71742.95733550414,2
4.0,17.0,-72480.0180007091,-72294.77897583041,-71742.95733550414,71742.95733550414,3
12.0,17.0,-72480.01800070911,-72294.7789758304,-71742.95733550412,71742.95733550412,4
6.0,17.0,-72480.0180007091,-72294.7789758304,-71742.95733550412,71742.95733550412,5
10.0,17.0,-72480.0180007091,-72294.77897583041,-71742.95733550412,71742.95733550412,6
10.0,17.0,-72480.01800070911,-72294.77897583041,-71742.9573355041,71742.9573355041,7
8.0,17.0,-72480.0180007091,-72294.7789758304,-71742.95733550415,71742.95733550415,8
4.0,17.0,-72480.01800070911,-72294.7789758304,-71742.95733550412,71742.95733550412,9
4.0,17.0,-72480.0180007091,-72294.7789758304,-71742.95733550414,71742.95733550414,10
