episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,27.5,22.5,14.0,-13254.670624453243,-13127.030426256712,-13240.001781167888,-13159.135321708387
20,27.1,20.3,9.0,-13211.911476090736,-13019.48740489096,-13216.844303662085,-13044.218408344897
30,27.133333333333333,20.733333333333334,9.0,-13229.286507667146,-13019.48740489096,-13235.177151391837,-13044.218408344897
40,27.25,20.85,9.0,-13231.04715232278,-13019.48740489096,-13238.713981789144,-13044.218408344897
50,27.24,21.08,9.0,-13229.578626251847,-13019.48740489096,-13237.567194033,-13044.218408344897
60,27.166666666666668,21.0,9.0,-13220.844030369504,-13019.48740489096,-13232.357843336642,-13044.218408344897
70,27.2,20.857142857142858,9.0,-13221.21888095347,-13019.48740489096,-13233.81115411688,-13044.218408344897
80,27.2625,20.9125,9.0,-13223.46000877485,-13019.48740489096,-13237.347964096803,-13044.218408344897
90,27.288888888888888,21.066666666666666,9.0,-13221.101336311316,-13019.48740489096,-13236.7986581521,-13044.218408344897
100,27.28,21.0,9.0,-13220.452986351589,-13019.48740489096,-13235.095444536926,-13044.218408344897
