episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,29.1,23.7,16.0,-13209.467294101094,-12856.035417379979,-13100.17006894511,-12879.026963669241
20,28.95,24.15,16.0,-13204.33738714431,-12856.035417379979,-13111.931357255464,-12879.026963669241
30,28.833333333333332,23.5,14.0,-13192.437868181394,-12832.29838585468,-13101.37436854558,-12879.026963669241
40,28.65,23.3,14.0,-13179.890198055433,-12832.29838585468,-13101.181838017561,-12879.026963669241
50,28.5,22.9,14.0,-13158.52874825444,-12832.29838585468,-13087.188145797678,-12879.026963669241
60,28.416666666666668,22.516666666666666,9.0,-13151.520006927674,-12832.29838585468,-13083.683134607925,-12853.29439657763
70,28.385714285714286,22.15714285714286,4.0,-13148.432963144085,-12756.932003650492,-13080.122428669803,-12792.67014047953
80,28.5,22.425,4.0,-13150.585811809975,-12756.932003650492,-13081.555304101586,-12792.67014047953
90,28.533333333333335,22.4,4.0,-13154.422207784286,-12756.932003650492,-13082.717485735242,-12792.67014047953
100,28.5,22.26,4.0,-13151.026789598858,-12756.932003650492,-13082.178659568683,-12792.67014047953
