shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
92.0,50.0,-12270.344102316812,-11598.74083054578,-10929.616556508647,10929.616556508647,1
96.0,52.0,-12281.786457593213,-11600.526710480475,-10934.698072461573,10934.698072461573,2
96.0,52.0,-12293.565117473774,-11618.200200836562,-10944.6796168632,10944.6796168632,3
93.0,53.0,-12290.537593980212,-11694.227331039456,-10962.802268399691,10962.802268399691,4
93.0,53.0,-12388.651097250118,-11678.309727356516,-10938.661671428394,10938.661671428394,5
91.0,51.0,-12418.952881510211,-11656.58718689039,-10960.570936933404,10960.570936933404,6
92.0,54.0,-12448.25647505552,-11692.828672846937,-10960.591690928477,10960.591690928477,7
93.0,55.0,-12471.505728916463,-11704.908913680878,-10957.441292132846,10957.441292132846,8
90.0,54.0,-12463.510921870627,-11703.47109821607,-10967.363508049604,10967.363508049604,9
92.0,54.0,-12472.626497646954,-11713.145780902747,-10972.463017521894,10972.463017521894,10
94.0,56.0,-12588.83756021082,-11674.455468128253,-10947.1538877919,10947.1538877919,11
90.0,54.0,-12561.025535954626,-11693.67783315317,-10966.2894433647,10966.2894433647,12
92.0,54.0,-12570.14111173095,-11703.352515839846,-10971.38895283699,10971.38895283699,13
92.0,54.0,-12579.245350747531,-11710.358127473415,-10972.877748604082,10972.877748604082,14
94.0,56.0,-12609.33595640298,-11741.269614032557,-10950.960634698402,10950.960634698402,15
94.0,56.0,-12577.790725961395,-11783.661879386336,-10970.491837595808,10970.491837595808,16
89.0,53.0,-12489.861309436552,-11748.113583223514,-11017.103349224666,11017.103349224666,17
94.0,58.0,-12667.782957632156,-11790.039261741573,-11011.091581479872,11011.091581479872,18
95.0,57.0,-12593.069060260317,-11794.62115462992,-11019.524691530412,11019.524691530412,19
