shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
100.0,70.0,-53383.7601225162,-52926.92588340184,-49369.55595955855,49369.55595955855,1
76.0,68.0,-53448.10986383287,-53002.424126891645,-49374.17061105889,49374.17061105889,2
88.0,68.0,-53519.56142076684,-52897.70573580841,-49398.64431279559,49398.64431279559,3
110.0,74.0,-53634.64327355035,-52991.96917667082,-49383.34583563433,49383.34583563433,4
80.0,72.0,-53663.02902208958,-53193.24308012508,-49395.63302549858,49395.63302549858,5
107.0,73.0,-53643.317638938424,-53156.21446680505,-49415.011574735865,49415.011574735865,6
88.0,72.0,-53714.79179398206,-53240.49889017727,-49389.64127684186,49389.64127684186,7
107.0,75.0,-53781.16095779793,-53324.08219081279,-49363.451063578694,49363.451063578694,8
95.0,71.0,-53585.45026741211,-53085.46123238792,-49469.95152081475,49469.95152081475,9
105.0,77.0,-53866.68007479097,-53409.88399223812,-49374.57587075565,49374.57587075565,10
90.0,74.0,-53882.45126311641,-53360.96182288163,-49392.3716399312,49392.3716399312,11
89.0,71.0,-53760.75294705373,-53297.91761249488,-49450.54085186636,49450.54085186636,12
90.0,74.0,-53870.59722627049,-53380.67453562166,-49412.6270200953,49412.6270200953,13
88.0,74.0,-53878.43494624423,-53279.97207217081,-49434.6754207188,49434.6754207188,14
109.0,75.0,-53915.676706730956,-53262.87462791461,-49433.70626443975,49433.70626443975,15
105.0,75.0,-53838.45679645534,-53194.12168769893,-49487.08377710939,49487.08377710939,16
100.0,72.0,-53702.99849630994,-53109.87641710844,-49543.036090652444,49543.036090652444,17
96.0,76.0,-53975.84982246718,-53274.39467278084,-49536.230241704936,49536.230241704936,18
109.0,79.0,-54254.014076290325,-53385.03632485834,-49414.466338185935,49414.466338185935,19
