shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
92.0,52.0,-12341.020852923684,-11506.805982781238,-10853.416565620055,10853.416565620055,1
94.0,54.0,-12365.598092016942,-11531.833296336818,-10864.916677351117,10864.916677351117,2
91.0,51.0,-12352.134103240092,-11651.286531056763,-10994.15594904091,10994.15594904091,3
91.0,51.0,-12363.254178522124,-11665.842676853314,-11004.89119773353,11004.89119773353,4
91.0,51.0,-12368.505961695912,-11663.657166379917,-11002.118362307247,11002.118362307247,5
91.0,53.0,-12456.320762109435,-11708.537250839536,-11007.647482851082,11007.647482851082,6
91.0,53.0,-12455.22176244777,-11704.593567619957,-11002.346481783079,11002.346481783079,7
92.0,54.0,-12484.616496842644,-11735.10205795588,-11023.41531649148,11023.41531649148,8
94.0,54.0,-12502.616368866855,-11750.893184191938,-11032.382657103386,11032.382657103386,9
93.0,55.0,-12488.585210229983,-11734.87474022499,-11019.777392583053,11019.777392583053,10
94.0,54.0,-12491.982750849136,-11742.064816761276,-11027.974778157288,11027.974778157288,11
93.0,53.0,-12448.289362031855,-11730.982755348474,-11039.550073321543,11039.550073321543,12
95.0,55.0,-12577.90445947494,-11764.253209177023,-11034.355530383424,11034.355530383424,13
95.0,55.0,-12542.819477365052,-11726.477758834717,-11037.476485752739,11037.476485752739,14
