episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,66.3,53.9,42.0,-53731.07927120832,-53667.883947402115,-53317.311019338726,-53225.648114643474
20,66.3,55.6,42.0,-53716.91476385895,-53633.88615744192,-53293.793163745446,-53181.02924054038
30,66.26666666666667,55.8,42.0,-53703.02442936228,-53590.43918964204,-53274.90096922079,-53126.301075869276
40,66.25,55.6,42.0,-53706.234103484356,-53590.43918964204,-53279.44666407086,-53126.301075869276
50,66.36,56.32,42.0,-53709.22515168348,-53590.43918964204,-53283.68147629284,-53126.301075869276
60,66.46666666666667,56.53333333333333,42.0,-53718.25066902743,-53590.43918964204,-53294.43968348873,-53126.301075869276
70,66.5,56.58571428571429,42.0,-53733.32312239143,-53590.43918964204,-53300.650251882354,-53126.301075869276
80,66.5125,56.2875,42.0,-53734.20000688293,-53590.43918964204,-53303.99455949907,-53126.301075869276
90,66.55555555555556,56.15555555555556,42.0,-53734.72755114911,-53590.43918964204,-53306.52752759833,-53126.301075869276
100,66.59,56.31,42.0,-53733.8923366346,-53590.43918964204,-53306.36908702519,-53126.301075869276
110,66.54545454545455,56.03636363636364,42.0,-53734.56551920015,-53590.43918964204,-53305.708801949506,-53126.301075869276
120,66.525,55.80833333333333,42.0,-53735.4137741306,-53590.43918964204,-53307.34420282648,-53126.301075869276
130,66.49230769230769,55.753846153846155,42.0,-53733.70960236783,-53590.43918964204,-53306.14053144117,-53126.301075869276
140,66.45714285714286,55.542857142857144,42.0,-53737.72229324802,-53590.43918964204,-53304.59809024368,-53126.301075869276
150,66.49333333333334,55.77333333333333,42.0,-53738.23331467293,-53590.43918964204,-53306.154311843275,-53126.301075869276
160,66.46875,55.53125,35.0,-53738.62025665338,-53590.43918964204,-53307.62751283411,-53126.301075869276
170,66.42941176470588,55.34705882352941,35.0,-53737.47251534052,-53590.43918964204,-53306.917670102615,-53126.301075869276
180,66.40555555555555,55.35,35.0,-53739.99134658747,-53590.43918964204,-53305.96597230211,-53126.301075869276
190,66.40526315789474,55.38421052631579,35.0,-53740.57137191665,-53590.43918964204,-53306.17699970873,-53126.301075869276
200,66.43,55.66,35.0,-53739.16061664293,-53590.43918964204,-53305.12041767494,-53126.301075869276
210,66.42857142857143,55.65714285714286,35.0,-53741.94885898779,-53590.43918964204,-53305.04367265841,-53126.301075869276
220,66.41818181818182,55.69090909090909,35.0,-53741.89488697941,-53590.43918964204,-53305.687435573935,-53126.301075869276
230,66.4304347826087,55.7695652173913,35.0,-53746.16416325494,-53590.43918964204,-53307.493226992774,-53126.301075869276
240,66.39166666666667,55.625,35.0,-53744.86321135216,-53590.43918964204,-53306.824379154976,-53126.301075869276
250,66.396,55.66,35.0,-53744.81675007835,-53590.43918964204,-53306.34120762933,-53126.301075869276
260,66.41538461538461,55.63076923076923,35.0,-53744.47607831407,-53590.43918964204,-53306.95381038634,-53126.301075869276
270,66.41111111111111,55.63333333333333,35.0,-53742.7035375223,-53590.43918964204,-53305.55421151478,-53126.301075869276
280,66.39642857142857,55.60357142857143,35.0,-53741.44000875127,-53590.43918964204,-53304.759902372396,-53126.301075869276
290,66.38620689655173,55.53103448275862,35.0,-53740.89364576356,-53590.43918964204,-53304.92778693104,-53126.301075869276
300,66.36666666666666,55.44,35.0,-53739.61217635628,-53553.711403914494,-53303.902002408715,-53075.42199212167
310,66.33870967741936,55.26774193548387,35.0,-53738.662858551834,-53553.711403914494,-53303.294841942785,-53075.42199212167
320,66.34375,55.275,35.0,-53741.58216750806,-53553.711403914494,-53304.30388869023,-53075.42199212167
330,66.33636363636364,55.25757575757576,35.0,-53740.75830302166,-53553.711403914494,-53303.78150391667,-53075.42199212167
340,66.32352941176471,55.22941176470588,35.0,-53739.54778410786,-53553.711403914494,-53302.812321392805,-53075.42199212167
350,66.33714285714285,55.21142857142857,35.0,-53739.90383399911,-53553.711403914494,-53304.00120991476,-53075.42199212167
360,66.33611111111111,55.19166666666667,35.0,-53738.947524326315,-53553.711403914494,-53303.29434167645,-53075.42199212167
370,66.35135135135135,55.25405405405405,35.0,-53738.74760467104,-53553.711403914494,-53303.49460198549,-53075.42199212167
380,66.34210526315789,55.28947368421053,35.0,-53737.610223939984,-53553.711403914494,-53302.34009837673,-53075.42199212167
390,66.35128205128206,55.3,35.0,-53737.30435143847,-53553.711403914494,-53302.429048893566,-53075.42199212167
400,66.37,55.39,35.0,-53739.57449441875,-53553.711403914494,-53303.35118158063,-53075.42199212167
410,66.36341463414634,55.417073170731705,35.0,-53738.69733069725,-53553.711403914494,-53302.511411644286,-53075.42199212167
420,66.36666666666666,55.46190476190476,35.0,-53737.848841526895,-53553.711403914494,-53301.857568650514,-53075.42199212167
430,66.37674418604651,55.50697674418605,35.0,-53737.71932028598,-53553.711403914494,-53302.16330434087,-53075.42199212167
440,66.375,55.43409090909091,35.0,-53739.29122688866,-53553.711403914494,-53302.60977841768,-53075.42199212167
450,66.3711111111111,55.406666666666666,35.0,-53738.79508767933,-53553.711403914494,-53302.47264040862,-53075.42199212167
460,66.3586956521739,55.428260869565214,35.0,-53738.31317666595,-53553.711403914494,-53302.198957483226,-53075.42199212167
470,66.3595744680851,55.40212765957447,35.0,-53739.080691152354,-53553.711403914494,-53301.58939024131,-53075.42199212167
480,66.37291666666667,55.447916666666664,35.0,-53738.573391828846,-53553.711403914494,-53301.42223470328,-53075.42199212167
490,66.36938775510204,55.45510204081633,35.0,-53738.28348923896,-53553.711403914494,-53301.50645499246,-53075.42199212167
500,66.366,55.45,35.0,-53738.02091144135,-53553.711403914494,-53301.53555064924,-53075.42199212167
510,66.36470588235294,55.38039215686275,35.0,-53738.31803913375,-53553.711403914494,-53302.07374780374,-53075.42199212167
520,66.37884615384615,55.41346153846154,35.0,-53738.61680548463,-53553.711403914494,-53302.70734788135,-53075.42199212167
530,66.39056603773585,55.4622641509434,35.0,-53738.73409015575,-53553.711403914494,-53303.25518036011,-53075.42199212167
540,66.39259259259259,55.43703703703704,35.0,-53738.53909543693,-53553.711403914494,-53303.40464013527,-53075.42199212167
550,66.4,55.43272727272727,35.0,-53738.63296958464,-53553.711403914494,-53303.7958529197,-53075.42199212167
