iteration,training_time_seconds,history_eval_time_seconds,expected_shd,expected_edges,roc_auc,prc_auc,ave_prec,bic_mean,bic_max,bdeu_mean,bdeu_max,loss,avg_loss,smooth_loss,epsilon,learning_rate,neg_avg_predictive_log_likelihood,predictive_log_likelihood_best
5000,108.5207 ± 0.3928,2.0901 ± 0.0522,19.8670 ± 2.0212,23.9640 ± 1.6772,0.6353 ± 0.0893,0.2102 ± 0.0628,0.2043 ± 0.0484,-2609.3302 ± 112.7704,-2470.5200 ± 43.4375,-2353.8634 ± 36.4639,-2323.2688 ± 23.6266,256.8684 ± 17.4374,37.2648 ± 0.5073,55.9762 ± 2.5179,0.2250 ± 0.0000,0.0001 ± 0.0000,,
6000,118.1659 ± 0.4069,7.2452 ± 0.1981,20.7720 ± 1.0915,24.3860 ± 1.4970,0.6047 ± 0.1173,0.2234 ± 0.1413,0.2029 ± 0.0939,-2647.3961 ± 114.4606,-2470.2530 ± 52.9657,-2354.4006 ± 32.9515,-2325.9475 ± 30.3657,183.4861 ± 18.9547,32.9012 ± 0.8066,44.8649 ± 2.0960,0.2700 ± 0.0000,0.0001 ± 0.0000,2242.7850 ± 28.1251,-2235.4843 ± 25.6892
7000,133.0150 ± 0.5563,2.1577 ± 0.0654,21.7230 ± 1.8278,25.4640 ± 2.1156,0.5902 ± 0.1076,0.2257 ± 0.0963,0.1975 ± 0.0737,-2801.1581 ± 192.2489,-2526.9989 ± 176.2109,-2370.5531 ± 28.5917,-2331.1588 ± 20.2728,124.0680 ± 14.6864,24.7473 ± 1.3819,33.3629 ± 2.6426,0.3150 ± 0.0000,0.0001 ± 0.0000,,
8000,142.7226 ± 0.6378,7.3810 ± 0.1429,21.0260 ± 0.8679,25.6990 ± 0.9643,0.6404 ± 0.0668,0.2639 ± 0.1017,0.2005 ± 0.0397,-2759.0617 ± 109.2324,-2655.6455 ± 75.8908,-2369.0462 ± 19.7897,-2357.1021 ± 21.0959,68.2384 ± 5.3223,19.9624 ± 1.2019,24.9663 ± 1.5568,0.3600 ± 0.0000,0.0001 ± 0.0000,2246.4931 ± 27.4766,-2241.9326 ± 29.1579
9000,157.6311 ± 0.6569,2.1400 ± 0.0428,21.3250 ± 1.3938,25.2760 ± 0.8761,0.6100 ± 0.0786,0.3129 ± 0.0797,0.1968 ± 0.0528,-2712.2450 ± 77.9399,-2629.1945 ± 85.1230,-2366.2848 ± 26.7459,-2352.4129 ± 32.0707,42.5827 ± 2.7741,18.9731 ± 0.9145,21.3066 ± 0.9665,0.4050 ± 0.0000,0.0001 ± 0.0000,,
10000,167.4588 ± 0.7589,7.2201 ± 0.1085,21.3850 ± 1.0835,24.3740 ± 0.4150,0.5891 ± 0.0730,0.3046 ± 0.0844,0.1828 ± 0.0536,-2639.7797 ± 65.7213,-2601.0256 ± 41.6230,-2369.0061 ± 31.5447,-2353.3657 ± 23.1766,37.4540 ± 3.5880,18.1429 ± 0.4608,20.0197 ± 2.1576,0.4500 ± 0.0000,0.0001 ± 0.0000,2251.2133 ± 35.4824,-2240.9176 ± 26.9683
11000,182.1152 ± 0.8622,2.1007 ± 0.0275,20.9300 ± 1.1309,24.3250 ± 0.4444,0.6210 ± 0.0777,0.3182 ± 0.1249,0.2092 ± 0.0947,-2637.4849 ± 64.2928,-2559.6077 ± 32.5909,-2367.9624 ± 38.3079,-2348.4288 ± 23.1124,34.4263 ± 3.3458,18.0776 ± 0.6901,19.4158 ± 2.1518,0.4950 ± 0.0000,0.0001 ± 0.0000,,
12000,191.7867 ± 0.9427,7.1433 ± 0.1771,20.0650 ± 1.1248,23.8320 ± 1.2084,0.6391 ± 0.1095,0.3373 ± 0.0989,0.2071 ± 0.0781,-2609.4930 ± 92.8364,-2536.0814 ± 50.9888,-2360.7713 ± 33.8064,-2344.5452 ± 31.7837,36.4057 ± 5.0498,17.5924 ± 1.1950,19.6706 ± 1.0668,0.5400 ± 0.0000,0.0001 ± 0.0000,2246.4497 ± 31.1636,-2239.8784 ± 27.6328
13000,206.3963 ± 1.1221,2.0445 ± 0.0612,19.3870 ± 1.1507,22.8990 ± 1.6836,0.6451 ± 0.0786,0.3518 ± 0.1041,0.2005 ± 0.0479,-2564.0665 ± 101.4793,-2505.2113 ± 67.3653,-2353.8158 ± 31.5233,-2338.3146 ± 25.1943,34.1836 ± 1.8887,18.2124 ± 0.8305,19.4902 ± 2.1364,0.5850 ± 0.0000,0.0001 ± 0.0000,,
14000,215.9937 ± 1.1851,6.8211 ± 0.2108,17.6740 ± 1.6226,21.3370 ± 1.5538,0.6585 ± 0.1121,0.3834 ± 0.1420,0.2440 ± 0.0820,-2504.6183 ± 71.0447,-2458.9308 ± 50.8356,-2337.7332 ± 23.1109,-2328.8557 ± 24.5141,34.9815 ± 2.2094,17.9692 ± 0.7027,20.6503 ± 2.0145,0.6300 ± 0.0000,0.0001 ± 0.0000,2240.5249 ± 25.4945,-2234.5019 ± 22.6633
15000,230.4385 ± 1.4769,1.9481 ± 0.0927,16.4720 ± 2.1292,19.7620 ± 2.1983,0.6587 ± 0.0774,0.3207 ± 0.1378,0.2397 ± 0.0867,-2467.8701 ± 57.9627,-2400.3438 ± 29.4538,-2342.5655 ± 26.3335,-2318.6737 ± 22.4719,35.9642 ± 1.7792,16.8379 ± 0.8580,18.6497 ± 0.6170,0.6750 ± 0.0000,0.0001 ± 0.0000,,
16000,239.8447 ± 1.5990,6.7328 ± 0.3116,16.2470 ± 2.0094,19.2000 ± 1.8427,0.6444 ± 0.0864,0.3322 ± 0.0889,0.2388 ± 0.0708,-2433.3343 ± 49.9806,-2380.6951 ± 24.9666,-2329.5659 ± 27.4406,-2312.4770 ± 24.3830,36.3635 ± 3.5028,15.8404 ± 0.5262,18.0580 ± 1.0515,0.7200 ± 0.0000,0.0001 ± 0.0000,2240.7548 ± 22.3314,-2232.7187 ± 22.8987
17000,253.9654 ± 2.2602,1.7236 ± 0.4031,14.4210 ± 4.1191,14.6020 ± 7.7109,0.6201 ± 0.1010,0.2694 ± 0.1423,0.2057 ± 0.0910,-2512.0783 ± 236.6562,-2481.1337 ± 253.7999,-2444.6253 ± 274.1458,-2435.5726 ± 279.0616,38.5189 ± 2.1999,14.7266 ± 1.1964,17.4983 ± 2.1827,0.7650 ± 0.0000,0.0001 ± 0.0000,,
18000,263.2446 ± 2.6441,5.8118 ± 1.1664,14.6860 ± 2.8480,15.2580 ± 5.0047,0.5969 ± 0.0837,0.2620 ± 0.1042,0.1786 ± 0.0404,-2467.2143 ± 167.1307,-2367.1777 ± 13.0351,-2404.2688 ± 185.7741,-2308.9860 ± 9.7231,42.4471 ± 3.9693,13.5127 ± 0.6680,16.5829 ± 0.4635,0.8100 ± 0.0000,0.0001 ± 0.0000,2334.9061 ± 197.5724,-2235.1395 ± 22.1213
19000,276.4820 ± 3.9639,1.6655 ± 0.4942,14.4880 ± 3.7655,14.2420 ± 7.4123,0.5788 ± 0.1034,0.2115 ± 0.1204,0.1728 ± 0.0506,-2504.6355 ± 241.2731,-2474.4486 ± 257.0459,-2449.4740 ± 271.4732,-2433.3667 ± 280.3576,41.7145 ± 2.3164,12.5039 ± 0.4511,14.8738 ± 0.6628,0.8550 ± 0.0000,0.0001 ± 0.0000,,
20000,285.9545 ± 4.5125,5.6685 ± 1.8912,14.9670 ± 5.0437,15.3610 ± 8.8993,0.6000 ± 0.0996,0.2381 ± 0.1371,0.2039 ± 0.0647,-2595.0658 ± 228.4021,-2478.6784 ± 255.8760,-2472.6273 ± 261.8856,-2432.4523 ± 281.1365,40.5325 ± 2.4862,11.8688 ± 0.8490,15.9356 ± 2.5554,0.9000 ± 0.0000,0.0001 ± 0.0000,2402.2490 ± 288.5962,-2371.8380 ± 301.4322
21000,298.6819 ± 6.2308,1.2412 ± 0.6312,11.7310 ± 5.2352,8.0820 ± 9.8188,0.5618 ± 0.1053,0.1531 ± 0.1031,0.1640 ± 0.0522,-2738.8958 ± 307.8049,-2616.8387 ± 318.6741,-2701.0146 ± 358.1506,-2574.8931 ± 355.8602,39.6398 ± 3.7388,11.1980 ± 0.5259,13.7667 ± 1.3877,0.9000 ± 0.0000,0.0001 ± 0.0000,,
22000,307.4570 ± 6.7123,4.0908 ± 2.2089,11.8630 ± 5.0951,8.0180 ± 9.6504,0.5230 ± 0.0359,0.1661 ± 0.1010,0.1531 ± 0.0351,-2733.8220 ± 314.9310,-2722.1194 ± 330.9014,-2702.7089 ± 357.2162,-2697.5047 ± 364.2847,39.3572 ± 4.6490,10.5415 ± 1.5392,12.5456 ± 1.3255,0.9000 ± 0.0000,0.0001 ± 0.0000,2654.6234 ± 387.4157,-2652.1939 ± 390.5680
23000,319.1559 ± 8.3391,1.3071 ± 0.7018,13.5460 ± 7.3693,10.0350 ± 12.2370,0.5469 ± 0.0604,0.2017 ± 0.1388,0.1614 ± 0.0440,-2801.0099 ± 221.6964,-2680.2196 ± 275.9465,-2712.4347 ± 338.6635,-2587.7622 ± 356.1241,38.1905 ± 2.0285,9.7243 ± 0.9125,12.3325 ± 1.4479,0.9000 ± 0.0000,0.0001 ± 0.0000,,
24000,327.8234 ± 8.0833,3.4709 ± 1.7246,10.7970 ± 4.5043,5.3380 ± 7.9231,0.5192 ± 0.0409,0.1561 ± 0.1113,0.1569 ± 0.0462,-2815.6976 ± 227.2497,-2698.7283 ± 334.4047,-2793.7144 ± 268.7576,-2681.3114 ± 358.2703,34.4293 ± 3.3397,8.9736 ± 0.5343,11.8346 ± 0.9314,0.9000 ± 0.0000,0.0001 ± 0.0000,2750.9920 ± 300.3332,-2635.0947 ± 388.1165
25000,338.9644 ± 7.1661,1.0543 ± 0.2842,10.7870 ± 2.6583,5.2050 ± 4.3108,0.5408 ± 0.0474,0.1454 ± 0.0756,0.1642 ± 0.0434,-2826.3039 ± 152.7985,-2614.6267 ± 331.7128,-2804.7334 ± 174.1148,-2573.7896 ± 368.5711,34.4362 ± 2.9356,8.6189 ± 1.2011,10.5571 ± 1.2895,0.9000 ± 0.0000,0.0001 ± 0.0000,,
26000,347.5357 ± 7.3267,3.4410 ± 1.5329,10.8240 ± 2.9859,4.9080 ± 6.2844,0.5386 ± 0.0534,0.1230 ± 0.0568,0.1511 ± 0.0263,-2799.4444 ± 262.2344,-2708.2815 ± 347.5594,-2787.0596 ± 282.4779,-2693.4471 ± 368.3840,33.7828 ± 1.6977,7.6019 ± 0.5106,10.3023 ± 1.2436,0.9000 ± 0.0000,0.0001 ± 0.0000,2749.2227 ± 299.7113,-2651.4685 ± 390.2791
27000,358.2003 ± 7.8373,0.8121 ± 0.0477,8.7260 ± 0.7779,1.3680 ± 0.5133,0.5442 ± 0.0377,0.1453 ± 0.0749,0.1657 ± 0.0419,-2926.0496 ± 60.2206,-2595.2763 ± 348.5826,-2925.0777 ± 62.1004,-2569.9553 ± 372.0485,31.1747 ± 1.6759,7.6960 ± 0.8896,9.2190 ± 0.5781,0.9000 ± 0.0000,0.0001 ± 0.0000,,
28000,366.5994 ± 7.9982,2.7532 ± 0.5504,8.9580 ± 1.1187,2.0170 ± 2.1451,0.5757 ± 0.1216,0.1743 ± 0.1200,0.2125 ± 0.1243,-2904.5017 ± 110.1190,-2699.1078 ± 361.6631,-2901.2104 ± 117.8602,-2690.8787 ± 373.6053,26.7726 ± 4.4259,6.9636 ± 0.3037,8.9749 ± 0.9930,0.9000 ± 0.0000,0.0001 ± 0.0000,2873.2816 ± 121.4159,-2653.5123 ± 388.4596
29000,376.9761 ± 8.6675,0.9997 ± 0.4667,9.9490 ± 2.8330,3.9490 ± 6.5273,0.5511 ± 0.0914,0.1746 ± 0.1158,0.1689 ± 0.0460,-2835.4235 ± 266.1473,-2708.3531 ± 348.1861,-2826.6167 ± 286.5341,-2696.4046 ± 364.6384,23.0672 ± 3.1858,6.5993 ± 1.1449,8.0913 ± 0.4859,0.9000 ± 0.0000,0.0001 ± 0.0000,,
30000,385.6557 ± 9.1036,3.4988 ± 1.8864,10.8000 ± 4.6099,5.5750 ± 8.6778,0.5694 ± 0.0815,0.1918 ± 0.1075,0.1765 ± 0.0467,-2839.3558 ± 206.0750,-2597.6599 ± 319.6449,-2809.8269 ± 264.9933,-2560.7331 ± 352.0587,19.4917 ± 4.5758,6.9163 ± 1.1207,7.4282 ± 0.8126,0.9000 ± 0.0000,0.0001 ± 0.0000,2768.5654 ± 295.3002,-2506.9041 ± 378.8633
31000,396.7012 ± 10.4303,1.2276 ± 0.5811,11.6510 ± 4.1751,7.3560 ± 8.6449,0.5315 ± 0.0547,0.1987 ± 0.0917,0.1629 ± 0.0433,-2719.5009 ± 325.5558,-2583.4312 ± 331.4797,-2695.7114 ± 356.7816,-2555.0800 ± 357.1876,13.8657 ± 4.5512,6.3331 ± 0.6113,7.1448 ± 1.0432,0.9000 ± 0.0000,0.0001 ± 0.0000,,
32000,405.5363 ± 10.5391,4.7020 ± 1.9824,12.9840 ± 3.6718,10.0970 ± 8.2837,0.6027 ± 0.0777,0.2103 ± 0.0483,0.1829 ± 0.0507,-2592.9121 ± 320.2165,-2321.6144 ± 13.9447,-2560.2457 ± 349.9062,-2289.7140 ± 18.0440,9.9082 ± 3.6378,6.2934 ± 0.4501,7.4881 ± 0.6116,0.9000 ± 0.0000,0.0001 ± 0.0000,2508.8375 ± 373.2326,-2232.1937 ± 22.3842
33000,417.6149 ± 11.0320,1.4077 ± 0.4556,11.2890 ± 2.1786,9.1780 ± 6.1957,0.6761 ± 0.0786,0.2587 ± 0.0732,0.2519 ± 0.0608,-2551.8008 ± 298.3620,-2307.2925 ± 19.0968,-2530.5091 ± 314.6741,-2281.2903 ± 21.2727,7.2994 ± 2.6143,5.6389 ± 0.5444,5.6297 ± 1.1186,0.9000 ± 0.0000,0.0001 ± 0.0000,,
34000,426.5844 ± 11.2139,5.0651 ± 1.0458,10.4260 ± 2.2495,10.4780 ± 3.9599,0.7165 ± 0.1076,0.3022 ± 0.2074,0.3303 ± 0.1940,-2423.5484 ± 224.5127,-2299.3568 ± 28.1609,-2401.1130 ± 232.6777,-2279.4414 ± 23.8174,7.6669 ± 2.0170,5.6695 ± 0.6073,4.8187 ± 0.6147,0.9000 ± 0.0000,0.0001 ± 0.0000,2350.1240 ± 243.4917,-2231.1069 ± 22.8830
35000,439.0943 ± 11.7357,1.5092 ± 0.3149,9.3470 ± 2.1947,10.0300 ± 3.9761,0.7241 ± 0.1542,0.3787 ± 0.2382,0.3760 ± 0.2395,-2416.7791 ± 250.1044,-2296.3991 ± 26.8945,-2397.6217 ± 256.2252,-2279.4298 ± 25.5108,9.0937 ± 2.3905,5.0010 ± 0.2497,5.8428 ± 0.9684,0.9000 ± 0.0000,0.0001 ± 0.0000,,
36000,447.9468 ± 12.0062,4.8662 ± 1.2750,8.6690 ± 1.0742,9.4870 ± 4.6117,0.6980 ± 0.1121,0.3422 ± 0.1370,0.3275 ± 0.1297,-2432.0225 ± 288.3439,-2293.2463 ± 24.9494,-2412.6413 ± 299.1385,-2276.8700 ± 24.7522,8.0264 ± 2.8290,5.0307 ± 0.8489,5.0188 ± 0.8758,0.9000 ± 0.0000,0.0001 ± 0.0000,2366.4810 ± 309.9602,-2232.0733 ± 23.8574
37000,460.1874 ± 12.8398,1.4736 ± 0.3900,9.3770 ± 1.4663,9.3190 ± 4.7120,0.6554 ± 0.1349,0.3005 ± 0.1655,0.2766 ± 0.1371,-2438.1703 ± 293.9508,-2422.9529 ± 302.2504,-2419.8163 ± 304.2379,-2408.6392 ± 310.3723,9.3352 ± 3.1880,4.6195 ± 0.5943,5.5233 ± 0.9909,0.9000 ± 0.0000,0.0001 ± 0.0000,,
38000,468.9924 ± 13.1459,4.6107 ± 1.3201,9.6580 ± 1.8255,8.7430 ± 4.8297,0.6308 ± 0.1308,0.2547 ± 0.1862,0.2531 ± 0.1414,-2512.3771 ± 284.0121,-2422.8224 ± 302.3100,-2493.1730 ± 295.7344,-2407.4415 ± 311.0220,6.8826 ± 2.2678,4.9497 ± 0.7797,4.3136 ± 0.6763,0.9000 ± 0.0000,0.0001 ± 0.0000,2450.2583 ± 304.4904,-2365.4865 ± 319.7313
39000,481.7449 ± 12.8297,1.3585 ± 0.3419,9.2230 ± 2.0042,8.1080 ± 4.3573,0.6647 ± 0.1309,0.3355 ± 0.2113,0.3142 ± 0.1478,-2537.0035 ± 256.2273,-2419.2203 ± 304.4981,-2519.8990 ± 266.1356,-2406.2413 ± 311.7773,6.7776 ± 2.1729,4.7195 ± 0.7031,4.9317 ± 0.5208,0.9000 ± 0.0000,0.0001 ± 0.0000,,
