shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
6.0,17.0,-72480.0180007091,-72294.7789758304,-71742.95733550412,71742.95733550412,1
8.0,17.0,-72480.0180007091,-72294.77897583041,-71742.95733550412,71742.95733550412,2
4.0,17.0,-72480.0180007091,-72294.77897583038,-71742.95733550414,71742.95733550414,3
8.0,17.0,-72480.0180007091,-72294.77897583041,-71742.9573355041,71742.9573355041,4
10.0,17.0,-72480.01800070911,-72294.77897583041,-71742.9573355041,71742.9573355041,5
8.0,17.0,-72480.0180007091,-72294.77897583041,-71742.95733550412,71742.95733550412,6
8.0,17.0,-72480.0180007091,-72294.7789758304,-71742.9573355041,71742.9573355041,7
10.0,17.0,-72480.0180007091,-72294.77897583041,-71742.9573355041,71742.9573355041,8
10.0,17.0,-72480.0180007091,-72294.77897583038,-71742.95733550412,71742.95733550412,9
6.0,17.0,-72480.0180007091,-72294.77897583038,-71742.95733550412,71742.95733550412,10
11.0,18.0,-72632.57825980699,-72400.61186299412,-71745.64102528838,71745.64102528838,11
13.0,18.0,-72632.57825980699,-72400.61186299412,-71745.64102528838,71745.64102528838,12
