episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,28.8,25.0,16.0,-13155.942112539726,-12997.661265440953,-13133.510494965909,-13031.418138380455
20,28.9,24.3,13.0,-13156.326622086945,-12951.706903300226,-13130.824903889996,-12965.889767733017
30,28.666666666666668,23.8,13.0,-13152.981284063895,-12951.706903300226,-13133.930468166473,-12965.889767733017
40,28.55,23.35,13.0,-13148.644424640583,-12951.706903300226,-13131.92135201293,-12965.889767733017
50,28.52,23.16,13.0,-13147.367952089338,-12951.706903300226,-13131.351137130601,-12965.889767733017
60,28.616666666666667,23.483333333333334,13.0,-13162.791906739616,-12951.706903300226,-13144.746945759402,-12965.889767733017
70,28.685714285714287,23.428571428571427,13.0,-13159.185559039197,-12933.441840575366,-13142.430168039136,-12965.889767733017
80,28.7375,23.4125,13.0,-13161.535667094004,-12933.441840575366,-13143.766076386924,-12965.889767733017
90,28.666666666666668,23.0,13.0,-13151.572846943867,-12933.441840575366,-13134.750727707526,-12965.889767733017
100,28.6,22.86,13.0,-13149.600482241,-12933.441840575366,-13133.957813310595,-12965.889767733017
110,28.59090909090909,22.990909090909092,12.0,-13150.181643092861,-12862.856317314809,-13134.155075688752,-12901.13543379682
120,28.6,22.983333333333334,12.0,-13151.863040841603,-12862.856317314809,-13135.272703587683,-12901.13543379682
130,28.638461538461538,23.130769230769232,12.0,-13156.703490842643,-12862.856317314809,-13139.939487763426,-12901.13543379682
140,28.6,22.942857142857143,12.0,-13155.26976235709,-12862.856317314809,-13139.814903553126,-12901.13543379682
150,28.593333333333334,22.966666666666665,12.0,-13156.860277134472,-12862.856317314809,-13140.588912838959,-12901.13543379682
160,28.5375,22.8125,12.0,-13154.760455956677,-12862.856317314809,-13139.792692007197,-12901.13543379682
170,28.54705882352941,22.81764705882353,12.0,-13155.947505552218,-12862.856317314809,-13140.610148652917,-12901.13543379682
180,28.52777777777778,22.794444444444444,12.0,-13154.817186772658,-12862.856317314809,-13139.7096911378,-12901.13543379682
190,28.510526315789473,22.731578947368423,12.0,-13151.867831584434,-12862.856317314809,-13137.081179892242,-12901.13543379682
200,28.56,22.83,12.0,-13154.499928109706,-12862.856317314809,-13139.253203252802,-12901.13543379682
