episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,52.5,97.7,94.0,-12228.020849085635,-12104.570791193246,-11567.319503192304,-11485.625134692165
20,51.7,96.8,93.0,-12184.526176752313,-12051.421217731755,-11536.114077174649,-11407.966818043815
30,51.833333333333336,96.83333333333333,92.0,-12182.562360475986,-12051.421217731755,-11530.284309423161,-11407.966818043815
40,51.525,96.425,92.0,-12165.469507743466,-12018.242406918624,-11519.704453034143,-11407.966818043815
50,51.54,96.34,92.0,-12163.642289720232,-12018.242406918624,-11520.30117763288,-11407.966818043815
60,51.6,96.4,92.0,-12166.489769149783,-12018.242406918624,-11521.421884286308,-11407.966818043815
70,51.55714285714286,96.35714285714286,92.0,-12168.599931683659,-12018.242406918624,-11520.35411169996,-11407.966818043815
80,51.5875,96.2875,90.0,-12168.850816948232,-12018.242406918624,-11520.321769882323,-11407.966818043815
90,51.72222222222222,96.32222222222222,90.0,-12176.121055151685,-12018.242406918624,-11523.947198093088,-11407.966818043815
100,51.73,96.37,90.0,-12176.793358413925,-12018.242406918624,-11522.124184431947,-11392.89777378025
110,51.77272727272727,96.48181818181818,90.0,-12177.118538883171,-12018.242406918624,-11521.906117424338,-11392.89777378025
120,51.858333333333334,96.59166666666667,90.0,-12178.28500211133,-12018.242406918624,-11520.531292528643,-11392.89777378025
130,51.815384615384616,96.49230769230769,90.0,-12179.137728058005,-12011.464974749322,-11520.598742229588,-11392.89777378025
140,51.792857142857144,96.40714285714286,90.0,-12179.498792857434,-12011.464974749322,-11520.570762127345,-11392.89777378025
150,51.86666666666667,96.48,90.0,-12179.927184817605,-12011.464974749322,-11519.372827921352,-11392.89777378025
160,51.81875,96.39375,90.0,-12176.18565083725,-12011.464974749322,-11517.474289034182,-11392.89777378025
170,51.84705882352941,96.4,90.0,-12178.405431905645,-12011.464974749322,-11518.80564664255,-11392.89777378025
180,51.81666666666667,96.36111111111111,90.0,-12177.04945220465,-12011.464974749322,-11517.605452697406,-11392.89777378025
190,51.805263157894736,96.36315789473684,90.0,-12177.686968434611,-12011.464974749322,-11518.307065381903,-11392.89777378025
200,51.79,96.36,90.0,-12177.273167371284,-12011.464974749322,-11518.253851061194,-11392.89777378025
210,51.82857142857143,96.38095238095238,90.0,-12178.298272872384,-12011.464974749322,-11517.820403440393,-11392.89777378025
220,51.81818181818182,96.39090909090909,90.0,-12177.968365938897,-12011.464974749322,-11517.795466738606,-11392.89777378025
230,51.82608695652174,96.38260869565218,90.0,-12178.623244840623,-12011.464974749322,-11517.634539664155,-11392.89777378025
240,51.80833333333333,96.375,90.0,-12177.52686209456,-12011.464974749322,-11517.085484428468,-11392.89777378025
250,51.768,96.328,90.0,-12177.490331220073,-12011.464974749322,-11517.920703114945,-11392.89777378025
260,51.792307692307695,96.33076923076923,90.0,-12178.210892793662,-12011.464974749322,-11518.805852330323,-11392.89777378025
270,51.78148148148148,96.32962962962964,90.0,-12177.269840256422,-12011.464974749322,-11518.027777831721,-11392.89777378025
280,51.75714285714286,96.27857142857142,90.0,-12177.660535711317,-12011.464974749322,-11517.409658206065,-11392.89777378025
290,51.758620689655174,96.28965517241379,90.0,-12176.727905608881,-12011.464974749322,-11516.563217319199,-11392.89777378025
300,51.79333333333334,96.34666666666666,90.0,-12178.875753863416,-12011.464974749322,-11517.341819724203,-11392.89777378025
310,51.806451612903224,96.34838709677419,90.0,-12178.812770413093,-12011.464974749322,-11517.01262448346,-11392.89777378025
320,51.784375,96.328125,90.0,-12177.80033716386,-12005.05833920779,-11516.203745300703,-11392.89777378025
330,51.78181818181818,96.33939393939394,90.0,-12178.312959788427,-12005.05833920779,-11516.649162522173,-11392.89777378025
340,51.78823529411765,96.34117647058824,90.0,-12178.010179657997,-12005.05833920779,-11516.32409742858,-11392.89777378025
350,51.78285714285714,96.32,90.0,-12178.53527132966,-12005.05833920779,-11516.706562365178,-11392.89777378025
360,51.77777777777778,96.32777777777778,90.0,-12179.20884019211,-12005.05833920779,-11516.681710060142,-11392.89777378025
370,51.77837837837838,96.31351351351351,90.0,-12178.726010090646,-12005.05833920779,-11516.694916305709,-11392.89777378025
380,51.76578947368421,96.30263157894737,90.0,-12177.855192279678,-12005.05833920779,-11516.323209483098,-11392.89777378025
390,51.743589743589745,96.25641025641026,90.0,-12177.913453301855,-12005.05833920779,-11516.928774232432,-11392.89777378025
400,51.75,96.28,90.0,-12178.765802053837,-12005.05833920779,-11517.806872593388,-11392.89777378025
