shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
77.0,69.0,-53408.86635834733,-52953.92260736407,-49380.82337912933,49380.82337912933,1
61.0,67.0,-53498.057083994274,-52842.38486062645,-49372.45304011413,49372.45304011413,2
74.0,70.0,-53543.82292376491,-52896.24271593788,-49379.227748781246,49379.227748781246,3
73.0,71.0,-53588.89160367955,-52967.13311089413,-49365.91094687509,49365.91094687509,4
61.0,69.0,-53581.58197823377,-52950.85242461244,-49380.702457233216,49380.702457233216,5
84.0,70.0,-53546.77780314218,-52896.291994451305,-49396.818461057,49396.818461057,6
74.0,70.0,-53575.07521877299,-52961.007055419264,-49405.63978565329,49405.63978565329,7
69.0,69.0,-53616.77320217348,-52975.382709449106,-49411.89635899192,49411.89635899192,8
102.0,72.0,-53597.022711369085,-52959.61566685083,-49403.340190919145,49403.340190919145,9
71.0,71.0,-53594.84816524846,-52951.47443240029,-49426.64075754692,49426.64075754692,10
68.0,74.0,-53762.03767594352,-53104.28803818948,-49366.18285899782,49366.18285899782,11
69.0,71.0,-53710.44637681362,-53108.59678696962,-49403.602453157415,49403.602453157415,12
90.0,70.0,-53590.74936383187,-52942.329486119306,-49440.823543454266,49440.823543454266,13
72.0,72.0,-53685.34612056914,-53093.826847618555,-49421.23174019742,49421.23174019742,14
68.0,68.0,-53648.54988600882,-52970.174842099004,-49506.96728176415,49506.96728176415,15
90.0,70.0,-53651.84329578838,-53008.177136723745,-49489.083046161904,49489.083046161904,16
91.0,71.0,-53676.68188323998,-52906.5354231552,-49494.29113799437,49494.29113799437,17
79.0,73.0,-53963.25948355212,-53344.78095282891,-49455.048883636766,49455.048883636766,18
82.0,72.0,-53795.633598329616,-53060.7539120555,-49553.163770467574,49553.163770467574,19
93.0,71.0,-54266.1129686385,-52992.267546796684,-49374.80431986738,49374.80431986738,20
