shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
12.0,27.0,-12846.42876379152,-12875.509395421883,-12106.735302839837,12106.735302839837,1
16.0,29.0,-12871.362508600101,-12901.213395101131,-12104.029452568773,12104.029452568773,2
14.0,27.0,-12852.634162181503,-12886.763357350363,-12122.728590710603,12122.728590710603,3
16.0,29.0,-12861.976462164313,-12890.889185886237,-12101.31220186877,12101.31220186877,4
17.0,28.0,-13110.506150898802,-13023.860339492112,-12118.807001467787,12118.807001467787,5
16.0,29.0,-13007.972693133259,-13028.37292478741,-12169.299988444758,12169.299988444758,6
