episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,28.8,25.0,16.0,-13155.942112539726,-12997.661265440953,-13133.510494965909,-13031.418138380455
20,28.9,24.3,13.0,-13156.326622086945,-12951.706903300226,-13130.824903889996,-12965.889767733017
30,28.666666666666668,23.8,13.0,-13152.981284063895,-12951.706903300226,-13133.930468166473,-12965.889767733017
40,28.55,23.35,13.0,-13148.644424640583,-12951.706903300226,-13131.92135201293,-12965.889767733017
50,28.52,23.16,13.0,-13147.367952089338,-12951.706903300226,-13131.351137130601,-12965.889767733017
60,28.616666666666667,23.483333333333334,13.0,-13162.791906739616,-12951.706903300226,-13144.746945759402,-12965.889767733017
70,28.685714285714287,23.428571428571427,13.0,-13159.185559039197,-12933.441840575366,-13142.430168039136,-12965.889767733017
80,28.7375,23.4125,13.0,-13161.535667094004,-12933.441840575366,-13143.766076386924,-12965.889767733017
90,28.666666666666668,23.0,13.0,-13151.572846943867,-12933.441840575366,-13134.750727707526,-12965.889767733017
100,28.6,22.86,13.0,-13149.600482241,-12933.441840575366,-13133.957813310595,-12965.889767733017
