episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,27.5,22.5,14.0,-13254.670624453243,-13127.030426256712,-13240.001781167888,-13159.135321708387
20,27.1,20.3,9.0,-13211.911476090736,-13019.48740489096,-13216.844303662085,-13044.218408344897
30,27.133333333333333,20.733333333333334,9.0,-13229.286507667146,-13019.48740489096,-13235.177151391837,-13044.218408344897
40,27.25,20.85,9.0,-13231.04715232278,-13019.48740489096,-13238.713981789144,-13044.218408344897
50,27.24,21.08,9.0,-13229.578626251847,-13019.48740489096,-13237.567194033,-13044.218408344897
60,27.166666666666668,21.0,9.0,-13220.844030369504,-13019.48740489096,-13232.357843336642,-13044.218408344897
70,27.2,20.857142857142858,9.0,-13221.21888095347,-13019.48740489096,-13233.81115411688,-13044.218408344897
80,27.2625,20.9125,9.0,-13223.46000877485,-13019.48740489096,-13237.347964096803,-13044.218408344897
90,27.288888888888888,21.066666666666666,9.0,-13221.101336311316,-13019.48740489096,-13236.7986581521,-13044.218408344897
100,27.28,21.0,9.0,-13220.452986351589,-13019.48740489096,-13235.095444536926,-13044.218408344897
110,27.354545454545455,21.063636363636363,9.0,-13226.695839709564,-13019.48740489096,-13241.151184007524,-13044.218408344897
120,27.366666666666667,21.2,9.0,-13226.941870393466,-13019.48740489096,-13241.207212342244,-13044.218408344897
130,27.392307692307693,21.176923076923078,9.0,-13226.634055047512,-13019.48740489096,-13241.431517883042,-13044.218408344897
140,27.40714285714286,21.035714285714285,9.0,-13224.014885305953,-13019.48740489096,-13239.333748707732,-13044.218408344897
150,27.326666666666668,20.74,9.0,-13217.644625564768,-12990.21793659125,-13233.412868090514,-13022.789526585015
160,27.3375,20.8,7.0,-13221.769456395876,-12990.21793659125,-13237.211305113495,-13022.789526585015
170,27.4,20.905882352941177,7.0,-13226.562842355272,-12990.21793659125,-13240.885211483765,-13022.789526585015
180,27.394444444444446,20.93888888888889,7.0,-13225.1691835777,-12990.21793659125,-13240.188977937121,-13022.789526585015
190,27.4,20.852631578947367,7.0,-13220.995583730892,-12990.21793659125,-13236.72935164287,-13022.789526585015
200,27.415,20.815,7.0,-13220.331778406871,-12990.21793659125,-13235.7925038406,-13022.789526585015
