episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,18.8,22.8,19.0,-73227.49407503374,-72897.09375024118,-72778.22947592924,-72620.80935836559
20,18.6,21.7,12.0,-73144.94995578221,-72742.79918258061,-72743.65867070577,-72553.14585308009
30,18.6,21.933333333333334,12.0,-73151.59334972325,-72742.79918258061,-72745.6472738225,-72553.14585308009
40,18.75,22.55,12.0,-73214.34035569413,-72742.79918258061,-72772.46996868883,-72553.14585308009
50,18.76,22.48,12.0,-73210.45656993178,-72742.79918258061,-72777.78132574065,-72553.14585308009
60,18.6,22.0,12.0,-73158.3784275847,-72742.7991825806,-72752.32929728054,-72553.14585308009
70,18.614285714285714,21.985714285714284,12.0,-73173.92851560797,-72742.7991825806,-72757.19230912613,-72553.14585308009
80,18.625,22.175,12.0,-73182.67135112919,-72742.7991825806,-72765.84070188072,-72553.14585308009
90,18.655555555555555,22.5,12.0,-73201.83180066165,-72742.7991825806,-72777.38938663916,-72553.14585308009
100,18.64,22.58,12.0,-73193.5900790052,-72742.7991825806,-72771.0417260997,-72553.14585308009
