shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
97.0,51.0,-12114.644817804032,-11556.064565093404,-10876.027794264779,10876.027794264779,1
98.0,52.0,-12180.829109795328,-11584.75485333902,-10892.491646410072,10892.491646410072,2
99.0,53.0,-12223.568566613407,-11612.324618935128,-10930.165580994946,10930.165580994946,3
99.0,55.0,-12209.791216723097,-11626.628297776857,-10951.507185067077,10951.507185067077,4
97.0,51.0,-12131.381661362957,-11583.06616656135,-10943.74531072864,10943.74531072864,5
95.0,51.0,-12197.940791731577,-11613.778248558427,-10972.876235433809,10972.876235433809,6
101.0,55.0,-12300.82873154123,-11593.76819017237,-10912.357261100446,10912.357261100446,7
101.0,55.0,-12299.729731879564,-11589.824506952791,-10907.056260032443,10907.056260032443,8
97.0,51.0,-12225.60493001874,-11633.08011198632,-10954.709333730112,10954.709333730112,9
98.0,54.0,-12460.898513557724,-11724.427550805463,-10954.29444577051,10954.29444577051,10
100.0,56.0,-12600.433943927894,-11746.821933011914,-10955.948950944228,10955.948950944228,11
99.0,55.0,-12530.177187821624,-11763.144844686141,-10983.916137131087,10983.916137131087,12
100.0,56.0,-12560.428207077148,-11776.211465627926,-10984.885834354962,10984.885834354962,13
102.0,58.0,-12581.982800217093,-11781.12521991588,-10983.088476629833,10983.088476629833,14
102.0,56.0,-12442.1975088643,-11837.566930346911,-11091.347787712728,11091.347787712728,15
100.0,58.0,-12747.529421390807,-11862.604305561023,-11034.650501911663,11034.650501911663,16
