iteration,training_time_seconds,history_eval_time_seconds,expected_shd,expected_edges,roc_auc,prc_auc,ave_prec,bic_mean,bic_max,bdeu_mean,bdeu_max,loss,avg_loss,smooth_loss,epsilon,learning_rate,neg_avg_predictive_log_likelihood,predictive_log_likelihood_best
7000,248.7550 ± 3.2363,6.4292 ± 0.5608,80.8310 ± 10.5412,77.0440 ± 12.2238,0.5811 ± 0.0417,0.2102 ± 0.0280,0.1206 ± 0.0292,-19210.4830 ± 3854.1162,-17040.1514 ± 2212.5421,-16905.5711 ± 1121.4563,-16088.2382 ± 903.6263,436.2527 ± 42.8791,159.5469 ± 4.3710,182.2308 ± 5.4075,0.6300 ± 0.0000,0.0001 ± 0.0000,,
8000,266.0945 ± 3.6238,18.4768 ± 1.1602,61.2380 ± 10.2987,58.3530 ± 8.2913,0.6177 ± 0.0271,0.2601 ± 0.0754,0.1679 ± 0.0856,-15636.7244 ± 699.4086,-15142.6787 ± 439.3327,-15510.8112 ± 607.6558,-15111.3224 ± 459.8588,401.0426 ± 24.8469,148.6777 ± 4.3156,167.5689 ± 7.2299,0.7200 ± 0.0000,0.0001 ± 0.0000,13634.5492 ± 398.8574,-13432.7935 ± 416.1573
9000,296.9358 ± 5.4257,5.9756 ± 0.4772,69.7250 ± 5.2335,65.3460 ± 6.5104,0.6224 ± 0.0504,0.2282 ± 0.0666,0.1580 ± 0.0758,-16155.3575 ± 733.1686,-15136.7329 ± 287.8913,-15805.2777 ± 523.2032,-15093.8049 ± 346.8193,359.1107 ± 52.6591,139.8898 ± 5.2595,158.8074 ± 5.3702,0.8100 ± 0.0000,0.0001 ± 0.0000,,
10000,313.1387 ± 5.5744,19.8485 ± 1.2586,72.7070 ± 9.4688,68.4530 ± 9.6332,0.5918 ± 0.0636,0.1997 ± 0.0794,0.1349 ± 0.0712,-16289.9049 ± 968.2640,-15438.2767 ± 478.7830,-15759.0321 ± 511.1853,-15188.5921 ± 307.1504,352.3135 ± 68.8320,133.6327 ± 8.2484,150.4127 ± 7.1520,0.9000 ± 0.0000,0.0001 ± 0.0000,13670.5586 ± 270.5197,-13345.4810 ± 241.1669
11000,344.0516 ± 5.1730,5.7017 ± 0.1638,60.8620 ± 10.4811,58.6610 ± 5.4440,0.6502 ± 0.1174,0.2295 ± 0.1383,0.1817 ± 0.1362,-15134.5202 ± 422.9895,-14602.3738 ± 340.0687,-14999.5899 ± 386.2471,-14538.3452 ± 320.0497,287.2569 ± 69.2408,129.7103 ± 7.2460,143.7061 ± 6.8950,0.9000 ± 0.0000,0.0001 ± 0.0000,,
12000,360.1081 ± 5.2440,19.3574 ± 0.7911,67.0920 ± 9.7358,63.2600 ± 7.6380,0.5889 ± 0.0957,0.1885 ± 0.0605,0.1345 ± 0.0603,-15372.2697 ± 433.5496,-14821.8725 ± 425.0378,-15189.4267 ± 383.4670,-14708.9976 ± 412.6644,271.1291 ± 74.4502,128.1041 ± 5.9486,142.3903 ± 7.2093,0.9000 ± 0.0000,0.0001 ± 0.0000,13421.2340 ± 336.9924,-13058.1156 ± 420.7906
13000,390.4851 ± 4.9197,5.6524 ± 0.3142,66.2570 ± 11.0948,61.5080 ± 9.2353,0.5825 ± 0.0919,0.1840 ± 0.0658,0.1207 ± 0.0505,-15292.2389 ± 580.4974,-14786.3819 ± 537.9984,-15128.7526 ± 489.8192,-14712.4683 ± 499.4493,226.7652 ± 32.7243,117.9578 ± 5.2057,127.7150 ± 4.1394,0.9000 ± 0.0000,0.0001 ± 0.0000,,
14000,407.0087 ± 5.7584,17.8732 ± 0.8343,60.9460 ± 8.8618,55.4410 ± 6.9036,0.5711 ± 0.0753,0.1608 ± 0.0710,0.1155 ± 0.0531,-14846.4036 ± 330.8110,-14292.2165 ± 438.4505,-14762.1567 ± 306.6380,-14262.2113 ± 410.1703,208.6593 ± 30.6894,111.7390 ± 6.5948,118.5974 ± 6.7727,0.9000 ± 0.0000,0.0001 ± 0.0000,13321.0737 ± 234.3023,-13027.4074 ± 296.7369
15000,436.1049 ± 6.5062,5.2939 ± 0.1195,58.4510 ± 7.0964,54.3270 ± 5.3801,0.5907 ± 0.0508,0.2275 ± 0.0533,0.1161 ± 0.0349,-14492.5797 ± 310.0538,-14233.2547 ± 339.2146,-14435.7528 ± 300.0862,-14174.2843 ± 357.9027,192.7472 ± 43.1360,102.9492 ± 6.6664,110.3587 ± 4.7629,0.9000 ± 0.0000,0.0001 ± 0.0000,,
16000,451.1027 ± 6.6760,17.9675 ± 0.6587,61.0470 ± 8.1906,56.2310 ± 6.2527,0.5789 ± 0.0539,0.2065 ± 0.0546,0.1073 ± 0.0338,-14570.2056 ± 426.5438,-14373.1384 ± 450.6021,-14543.5371 ± 439.9351,-14344.4054 ± 447.2171,169.0367 ± 26.9677,99.1326 ± 6.4612,102.4624 ± 5.8713,0.9000 ± 0.0000,0.0001 ± 0.0000,13225.4526 ± 345.4465,-13099.9628 ± 293.8581
17000,478.7391 ± 7.1164,5.3304 ± 0.3874,56.3330 ± 12.0353,53.8570 ± 9.7845,0.6138 ± 0.0769,0.2491 ± 0.0715,0.1363 ± 0.0650,-14456.7507 ± 501.8359,-14329.5448 ± 500.1266,-14423.5083 ± 523.5221,-14287.4925 ± 513.3414,146.5025 ± 21.6836,94.2221 ± 7.2483,97.7618 ± 9.2561,0.9000 ± 0.0000,0.0001 ± 0.0000,,
18000,493.4291 ± 7.1566,17.2114 ± 1.0469,52.3350 ± 9.5060,50.2210 ± 8.0026,0.6226 ± 0.0638,0.2575 ± 0.0797,0.1416 ± 0.0618,-14172.2812 ± 365.8383,-14064.2991 ± 350.4291,-14190.2714 ± 441.5520,-14075.4753 ± 411.6145,125.7041 ± 19.7967,86.5611 ± 5.0022,87.5215 ± 5.7810,0.9000 ± 0.0000,0.0001 ± 0.0000,13013.5889 ± 321.0023,-12935.7214 ± 301.3746
19000,520.1187 ± 7.9188,5.1621 ± 0.3152,51.8740 ± 11.5824,49.6760 ± 9.0034,0.6317 ± 0.0723,0.2626 ± 0.0943,0.1480 ± 0.0625,-14181.7636 ± 455.6717,-14074.6687 ± 461.6482,-14189.5682 ± 498.0250,-14083.5474 ± 507.1211,122.1649 ± 26.5876,83.2609 ± 6.3539,84.7772 ± 11.6689,0.9000 ± 0.0000,0.0001 ± 0.0000,,
