episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,19.5,21.9,12.0,-73584.57321715841,-73087.42926456628,-73017.87430424053,-72761.0493378518
20,19.15,19.35,6.0,-73412.5375773888,-72932.09773758966,-72937.99411155477,-72668.21551247676
30,18.966666666666665,18.3,6.0,-73330.9110706086,-72777.11367625289,-72885.31284637912,-72596.166953921
40,18.9,17.85,6.0,-73286.2961793427,-72777.11367625289,-72860.62848949933,-72596.166953921
50,18.9,18.1,6.0,-73266.52655797693,-72777.11367625289,-72848.15026728628,-72596.166953921
60,18.866666666666667,18.266666666666666,6.0,-73267.0424043332,-72777.11367625289,-72845.03916477395,-72596.166953921
70,18.87142857142857,18.32857142857143,6.0,-73275.34948941173,-72777.11367625289,-72845.82797861756,-72596.166953921
80,18.9625,18.9125,6.0,-73322.48323661569,-72777.11367625289,-72873.01663279874,-72596.166953921
90,18.988888888888887,19.033333333333335,6.0,-73339.71082206804,-72777.11367625289,-72882.61352868691,-72596.166953921
100,18.99,19.35,6.0,-73345.33764466728,-72777.11367625289,-72884.24106276609,-72596.166953921
