episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,52.3,97.9,95.0,-12026.51665392538,-11928.974403544926,-11287.93211692786,-11230.452313177278
20,52.4,97.8,95.0,-12022.761290185637,-11928.974403544926,-11290.546584867958,-11226.900407500276
30,52.666666666666664,98.13333333333334,93.0,-12025.787934491764,-11928.974403544926,-11290.663373024729,-11226.900407500276
40,52.55,98.0,93.0,-12024.172267466554,-11901.663072246276,-11289.73034543463,-11221.082186299534
50,52.56,97.92,93.0,-12020.414141362007,-11901.663072246276,-11289.07372082316,-11221.082186299534
60,52.583333333333336,97.91666666666667,93.0,-12016.087602777307,-11860.438440441834,-11288.03525737343,-11219.90852886465
70,52.44285714285714,97.78571428571429,93.0,-12017.786364950765,-11860.438440441834,-11290.824562758415,-11219.90852886465
80,52.5125,97.8875,93.0,-12021.243315851174,-11860.438440441834,-11292.571203309399,-11219.90852886465
90,52.44444444444444,97.73333333333333,92.0,-12019.395950888174,-11860.438440441834,-11291.210976068594,-11208.762857935259
100,52.53,97.79,92.0,-12021.103112845367,-11860.438440441834,-11292.315029793353,-11208.762857935259
110,52.6,97.89090909090909,92.0,-12021.176831063929,-11860.438440441834,-11291.430981303418,-11208.762857935259
120,52.641666666666666,97.89166666666667,92.0,-12023.507809482895,-11860.438440441834,-11292.602465689659,-11192.368532788296
130,52.7,97.93076923076923,92.0,-12025.52233769281,-11860.438440441834,-11293.857595974006,-11192.368532788296
140,52.75714285714286,97.95714285714286,92.0,-12028.27375529098,-11860.438440441834,-11296.201183114348,-11192.368532788296
150,52.74,97.94,92.0,-12028.079868397175,-11860.438440441834,-11296.862587101774,-11192.368532788296
160,52.725,97.9375,92.0,-12025.457055315172,-11860.438440441834,-11295.683501056938,-11192.368532788296
170,52.72352941176471,97.91176470588235,92.0,-12026.960733690701,-11860.438440441834,-11297.282667323418,-11192.368532788296
180,52.766666666666666,97.93333333333334,92.0,-12027.041141023197,-11860.438440441834,-11297.274200959702,-11192.368532788296
190,52.77368421052632,97.9421052631579,92.0,-12027.723046793079,-11860.438440441834,-11297.688821525237,-11192.368532788296
200,52.79,97.96,92.0,-12028.633557706089,-11860.438440441834,-11298.393866082415,-11192.368532788296
210,52.77619047619048,97.91904761904762,92.0,-12029.129473800342,-11860.438440441834,-11298.922780194085,-11192.368532788296
220,52.74545454545454,97.9,92.0,-12027.845898449976,-11860.438440441834,-11298.10499458457,-11192.368532788296
230,52.71304347826087,97.84347826086956,92.0,-12027.575591668718,-11860.438440441834,-11297.954579724967,-11192.368532788296
240,52.704166666666666,97.82083333333334,92.0,-12026.933135580717,-11860.438440441834,-11297.940723901234,-11192.368532788296
250,52.704,97.8,92.0,-12027.545782554453,-11860.438440441834,-11298.675284513149,-11192.368532788296
260,52.715384615384615,97.81538461538462,91.0,-12028.316251637041,-11860.438440441834,-11299.168859369933,-11192.368532788296
270,52.68888888888889,97.7925925925926,91.0,-12026.88117784931,-11860.438440441834,-11298.153813398334,-11192.368532788296
280,52.73571428571429,97.81428571428572,91.0,-12028.94946407557,-11860.438440441834,-11299.382686002169,-11192.368532788296
290,52.720689655172414,97.80344827586207,91.0,-12029.641004437452,-11860.438440441834,-11299.541326865972,-11192.368532788296
300,52.69,97.79,91.0,-12028.445684739172,-11860.438440441834,-11299.164948296051,-11192.368532788296
310,52.66451612903226,97.75483870967741,91.0,-12028.129239185808,-11860.438440441834,-11299.18939968194,-11192.368532788296
320,52.690625,97.784375,91.0,-12028.850990452873,-11860.438440441834,-11299.415720080033,-11192.368532788296
330,52.724242424242426,97.82121212121213,91.0,-12030.322522444016,-11860.438440441834,-11300.45051748679,-11192.368532788296
340,52.71764705882353,97.82941176470588,91.0,-12030.02943780139,-11860.438440441834,-11300.476306120638,-11192.368532788296
350,52.72571428571428,97.85714285714286,91.0,-12029.720449948225,-11860.438440441834,-11300.215047547037,-11192.368532788296
360,52.73888888888889,97.88333333333334,91.0,-12030.252084411992,-11860.438440441834,-11300.313666971497,-11192.368532788296
370,52.75405405405405,97.88378378378378,91.0,-12030.837104861363,-11860.438440441834,-11300.82434254485,-11192.368532788296
380,52.752631578947366,97.89473684210526,91.0,-12030.768116269535,-11860.438440441834,-11300.441151254727,-11192.368532788296
390,52.738461538461536,97.88205128205128,91.0,-12030.11638766551,-11860.438440441834,-11300.031738935602,-11192.368532788296
400,52.7225,97.8825,91.0,-12029.375053207697,-11860.438440441834,-11299.753777929105,-11192.368532788296
