episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,27.5,17.5,10.0,-13070.145455268907,-12872.82421873545,-13096.57781394379,-12916.183273296505
20,27.45,17.95,10.0,-13095.416518079574,-12872.82421873545,-13117.747289875802,-12916.183273296505
30,27.7,18.7,10.0,-13117.679550170655,-12872.82421873545,-13135.734787486637,-12916.183273296505
40,27.425,18.075,10.0,-13098.255160645478,-12872.82421873545,-13119.42807167149,-12905.977919074514
50,27.36,17.64,4.0,-13092.557704556933,-12786.892841637984,-13113.94357006537,-12820.279179980267
60,27.333333333333332,17.866666666666667,4.0,-13094.471566321778,-12786.892841637984,-13116.014472398247,-12820.279179980267
70,27.385714285714286,17.9,4.0,-13092.899537468209,-12786.892841637984,-13114.800591422623,-12820.279179980267
80,27.4375,17.7875,4.0,-13094.667202440683,-12786.892841637984,-13115.764983071052,-12820.279179980267
90,27.433333333333334,17.81111111111111,4.0,-13090.123950183312,-12786.892841637984,-13112.211701247223,-12820.279179980267
100,27.48,17.94,4.0,-13091.392424533944,-12786.892841637984,-13113.658090457542,-12820.279179980267
110,27.463636363636365,17.827272727272728,4.0,-13092.33462565253,-12786.892841637984,-13114.849405374141,-12820.279179980267
120,27.433333333333334,17.766666666666666,4.0,-13090.700397787807,-12786.892841637984,-13113.566639913637,-12820.279179980267
130,27.43846153846154,17.869230769230768,4.0,-13090.48191281007,-12786.892841637984,-13112.293963753384,-12820.279179980267
140,27.485714285714284,17.9,4.0,-13096.724128788715,-12786.892841637984,-13117.297293304282,-12820.279179980267
150,27.446666666666665,17.766666666666666,4.0,-13093.755618997498,-12786.892841637984,-13114.779538141505,-12820.279179980267
160,27.45625,17.66875,4.0,-13092.304227248816,-12786.892841637984,-13113.431796456896,-12820.279179980267
170,27.44705882352941,17.705882352941178,4.0,-13094.101783503773,-12786.892841637984,-13114.91114881416,-12820.279179980267
180,27.461111111111112,17.716666666666665,4.0,-13094.654980193638,-12786.892841637984,-13115.48615450725,-12820.279179980267
190,27.44736842105263,17.721052631578946,4.0,-13094.1993155116,-12786.892841637984,-13115.193356141363,-12820.279179980267
200,27.425,17.625,4.0,-13094.191516030947,-12786.892841637984,-13114.984839790035,-12820.279179980267
