episode,mean_final_edges,mean_shd,best_shd,mean_bic,best_bic,mean_bdeu,best_bdeu
10,18.8,20.0,16.0,-73224.69951801671,-72932.09773758966,-72782.30533329079,-72668.21551247675
20,18.8,20.1,16.0,-73224.52790185506,-72932.09773758965,-72799.86545817979,-72668.21551247675
30,18.866666666666667,20.466666666666665,12.0,-73271.32278886608,-72932.09773758965,-72814.49496746113,-72668.21551247675
40,18.8,20.5,11.0,-73261.0141416609,-72932.09773758965,-72805.6358110661,-72668.21551247675
50,18.88,20.4,9.0,-73278.56022249436,-72932.09773758965,-72817.21473305498,-72668.21551247675
60,18.95,20.616666666666667,9.0,-73316.48525059987,-72932.09773758965,-72837.82503083191,-72668.21551247675
70,18.957142857142856,20.52857142857143,9.0,-73338.27177156304,-72932.09773758965,-72850.63380822592,-72668.21551247675
80,18.9125,20.4375,9.0,-73329.51394954906,-72932.09773758965,-72846.81803624719,-72668.21551247675
90,18.92222222222222,20.41111111111111,9.0,-73328.48944677095,-72932.09773758965,-72846.59203017926,-72668.21551247675
100,18.92,20.58,9.0,-73341.46696216628,-72932.09773758965,-72854.96284581935,-72668.21551247675
