shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
67.0,69.0,-53391.59742104732,-52952.362322776375,-49343.11628245235,49343.11628245235,1
77.0,71.0,-53433.35795117032,-53005.522711066646,-49346.004159938224,49346.004159938224,2
69.0,71.0,-53430.96953707032,-52907.38628668081,-49356.4862866331,49356.4862866331,3
76.0,72.0,-53458.958682478515,-53025.64753363064,-49391.09964431592,49391.09964431592,4
77.0,71.0,-53448.49665549411,-53005.80237065764,-49391.91464291121,49391.91464291121,5
68.0,70.0,-53470.46559111431,-53022.77612819108,-49378.535389373275,49378.535389373275,6
67.0,69.0,-53479.73285233048,-53042.37914770814,-49404.334259043746,49404.334259043746,7
97.0,71.0,-53513.17158938766,-53089.84587984818,-49416.343999284814,49416.343999284814,8
71.0,71.0,-53510.97246070512,-52995.75577513293,-49434.3248591689,49434.3248591689,9
68.0,70.0,-53507.024996956716,-52933.641073945495,-49427.96724042776,49427.96724042776,10
84.0,74.0,-53623.89784120137,-53129.85305036865,-49434.89759621512,49434.89759621512,11
87.0,73.0,-53673.62543802993,-53167.65060613057,-49439.01179372328,49439.01179372328,12
71.0,71.0,-53550.71956290764,-53016.451569155666,-49517.45851950311,49517.45851950311,13
76.0,74.0,-53800.54640429576,-53172.21301846039,-49438.64914530451,49438.64914530451,14
65.0,69.0,-53645.138410210646,-53139.049360673926,-49644.6432955541,49644.6432955541,15
75.0,71.0,-53795.813717833546,-53156.672296263365,-49591.19675847754,49591.19675847754,16
72.0,70.0,-53773.378578085816,-53122.91959052294,-49645.7340758831,49645.7340758831,17
83.0,73.0,-53854.3727861347,-53219.177245899744,-49619.46857911891,49619.46857911891,18
93.0,77.0,-54146.68920222811,-53456.65328125357,-49526.891611257546,49526.891611257546,19
87.0,75.0,-54112.42521185629,-53458.07593164801,-49612.14195046991,49612.14195046991,20
