iteration,training_time_seconds_mean,training_time_seconds_std,history_eval_time_seconds_mean,history_eval_time_seconds_std,expected_shd_mean,expected_shd_std,expected_edges_mean,expected_edges_std,roc_auc_mean,roc_auc_std,prc_auc_mean,prc_auc_std,ave_prec_mean,ave_prec_std,bic_mean_mean,bic_mean_std,bic_max_mean,bic_max_std,bdeu_mean_mean,bdeu_mean_std,bdeu_max_mean,bdeu_max_std,loss_mean,loss_std,avg_loss_mean,avg_loss_std,smooth_loss_mean,smooth_loss_std,epsilon_mean,epsilon_std,learning_rate_mean,learning_rate_std,neg_avg_predictive_log_likelihood_mean,neg_avg_predictive_log_likelihood_std,predictive_log_likelihood_best_mean,predictive_log_likelihood_best_std
0,17.028680896759035,0.8637698799849016,8.2594660282135,1.0223692923724446,8.622,0.2528982008635091,1.0939999999999999,0.474281034830616,0.5729910714285714,0.13808559640884618,0.1865636234921945,0.09898218887184995,0.2006323031408245,0.07604844655594874,-2907.422059747255,43.29747054219895,-2530.748094374621,91.34182023476447,-2907.8967224626285,43.44445293100042,-2522.081704370004,96.17127639997278,374.1166259765625,43.294660722709466,374.1166259765625,43.294660722709466,374.1166259765625,43.294660722709466,0.0,0.0,0.0001,0.0,2881.7135792997715,41.83665502973319,-2483.5827617268365,102.30132210085141
1,20.912114143371582,0.7991599146583864,1.9765398502349854,0.6477051365502843,8.715,0.27308423608842725,1.3719999999999999,0.587862654027282,0.6727678571428571,0.15021716117607362,0.24167780664220442,0.1130180543842549,0.24688747503390301,0.09695757012937373,-2899.9322312523354,41.17266101487163,-2489.888448538234,41.77447444582993,-2899.29777219839,41.17994347646221,-2448.0100950175,70.13843028322498,357.5051330566406,46.93794551138144,365.8108825683594,43.466472648402544,372.45546264648436,43.05223974898636,9.000301361083984e-05,0.0,0.0001,0.0,,,,
10,26.84301862716675,1.7841253877149468,3.8657670974731446,1.0156615566693228,12.15,1.9634217580540354,7.75,3.1868322830045512,0.6345982142857143,0.07299226599066184,0.2542624422146235,0.11040187129376916,0.2827029508866748,0.10745020383889316,-2835.984167471949,33.1182657613082,-2365.457000498044,29.753480208259248,-2736.2200939627537,49.30507936876028,-2314.334955178574,22.129957219167647,344.5615539550781,28.59889034456026,347.0563171386719,28.87405502632447,353.983154296875,31.700550688049322,0.0008999705314636,0.0,0.0001,0.0,,,,
50,33.84928741455078,0.40276162675147736,2.562963104248047,0.6899748847220254,21.806,0.972974819818066,25.749000000000002,1.0044301867228,0.6819196428571429,0.0742544053720425,0.24746480952822963,0.08883665369994541,0.28812461978366327,0.08832653382484902,-3051.0096539370884,15.538367465373682,-2402.8220577358225,65.9928635030897,-2423.900456129339,40.384143708255294,-2316.223431610467,27.663484240483537,306.2664001464844,25.640238947149765,314.728466796875,22.047648020171565,293.6153198242188,20.955418965857625,0.0044999718666076,0.0,0.0001,0.0,,,,
100,36.52597260475159,0.4033079781979335,2.263113260269165,0.05415610269879026,22.503999999999998,0.6934190652123724,26.851,0.6761323834871393,0.6834821428571429,0.11596299021175697,0.29657678986437785,0.13056114780790515,0.32121394684315235,0.12866505564105976,-3073.8807543467246,15.224989803685109,-2862.0233049384497,283.39449472552343,-2408.8027037548954,36.51273301526839,-2367.421100426513,45.51649329320733,250.68002319335938,33.83228779936032,285.3814392089844,17.119688373198112,242.8310760498047,12.45089808411076,0.0090000033378601,0.0,0.0001,0.0,,,,
500,52.163390970230104,0.4560058078294588,2.2438023567199705,0.009567686239304719,23.303,0.6448313733062317,28.0,0.0,0.6493303571428571,0.0636327124224824,0.2049755117801293,0.05399639757081056,0.22947450343396447,0.04043704679666729,-3080.729444374226,18.172756655479873,-3080.7294443742257,18.172756655480107,-2385.8724493134673,24.248793286977495,-2385.872449313464,24.248793286978067,142.7704650878906,17.230079146771466,151.4461700439453,5.775166954354193,137.58877868652343,6.532758870494319,0.0450000166893005,0.0,0.0001,0.0,,,,
1000,58.41000247001648,0.4756718386439583,2.2435014247894287,0.020874133093637094,23.369,0.7784070272036347,28.0,0.0,0.6397321428571427,0.08025011473623306,0.2448033321000586,0.07579542482396849,0.2503193832562583,0.08605957915602194,-3080.729444374227,18.17275665548011,-3080.7294443742257,18.172756655479997,-2385.8724493134678,24.248793286977747,-2385.8724493134637,24.248793286977065,219.81943359375,11.189968895927286,108.2985610961914,1.4967551460301343,114.2592758178711,3.276938553793326,0.090000033378601,0.0,0.0001,0.0,,,,
2000,68.36904616355896,0.5622102506289256,7.624316024780273,0.20910022249851296,22.494,2.272813234737953,27.194,1.735966589540248,0.6638392857142856,0.13295170151084978,0.31655197686038083,0.1068426399693758,0.29351306252218656,0.11785175392664737,-2980.6723278986356,206.91415408945102,-2917.02942589545,258.03534212107513,-2378.789293656607,27.08302137604885,-2368.6760835117097,31.835882421752526,276.51312255859375,13.305051569044048,83.79445343017578,2.927622322259949,97.18821868896484,3.4661434889417766,0.1800000071525573,0.0,0.0001,0.0,2249.141177137587,28.259065370005615,-2245.69445736931,27.94150932285736
3000,83.50295085906983,0.6886660119126724,2.1919532299041746,0.07754105656653364,21.276999999999997,1.5986423927820763,25.966,1.7355633091304967,0.6883928571428571,0.16739099586254513,0.3151279035148588,0.19812830160258926,0.33391689655604806,0.19359876843032967,-2808.999539008787,169.19819257213533,-2556.2397674473873,71.26172481199227,-2366.321649945464,26.935910454202713,-2341.4970627902458,32.260057330204134,345.0009521484375,15.873606121109738,60.443912506103516,3.2072284730734877,82.52339019775391,3.9192921432880676,0.2699999213218689,0.0,0.0001,0.0,,,,
4000,93.25458416938781,0.63632560319152,7.15649790763855,0.20896847048958161,20.569000000000003,1.7323769797593134,23.657000000000004,1.6212248456028555,0.5803571428571429,0.15040693035449107,0.23889776707026003,0.14342228006442326,0.23301802462067228,0.14557280131169892,-2595.1133278048733,79.12391568879643,-2467.3718369339076,50.35647323905071,-2346.946423669442,25.868908729397486,-2319.0919497102345,27.628119739555963,323.7453247070313,10.91859572964228,38.82877426147461,2.138483005885838,63.06107788085937,2.5356837560402274,0.3599999547004699,0.0,0.0001,0.0,2240.847647002732,24.48610038520629,-2233.7836563764417,24.174080109771904
