shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
4.0,8.0,-2317.995413346987,-2307.0119399456316,-2265.306871625747,2265.306871625747,1
8.0,8.0,-2322.952989593608,-2311.8964210353606,-2271.3496881230108,2271.3496881230108,2
6.0,8.0,-2322.952989593608,-2311.8964210353597,-2271.349688123011,2271.349688123011,3
6.0,8.0,-2321.5575462016564,-2307.6498335334704,-2264.2824090846407,2264.2824090846407,4
6.0,8.0,-2321.5575462016564,-2307.6498335334713,-2264.28240908464,2264.28240908464,5
7.0,9.0,-2324.729652283774,-2309.0710229089213,-2266.235456204099,2266.235456204099,6
7.0,9.0,-2324.729652283774,-2309.071022908922,-2266.2354562041,2266.2354562041,7
9.0,9.0,-2324.7296522837737,-2309.0710229089223,-2266.2354562040987,2266.2354562040987,8
9.0,9.0,-2324.729652283774,-2309.071022908922,-2266.235456204099,2266.235456204099,9
9.0,9.0,-2326.025944961447,-2310.714084560771,-2267.2253267672845,2267.2253267672845,10
8.0,8.0,-2326.2708259121364,-2316.1720449110508,-2269.195956248123,2269.195956248123,11
9.0,9.0,-2329.6872285303957,-2313.9555039986494,-2272.278272701363,2272.278272701363,12
