shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
88.0,66.0,-53376.32552395692,-52926.622155216326,-49364.51746717877,49364.51746717877,1
89.0,67.0,-53431.69320659982,-52987.60618597794,-49370.175372398495,49370.175372398495,2
87.0,67.0,-53546.73169424901,-53107.09400545783,-49371.35279320079,49371.35279320079,3
96.0,70.0,-53530.1480236088,-53128.670153907224,-49365.6858199523,49365.6858199523,4
100.0,70.0,-53593.98117868456,-53027.518912199695,-49401.74349678627,49401.74349678627,5
97.0,69.0,-53586.36929096367,-53016.38103498115,-49412.83010001596,49412.83010001596,6
102.0,70.0,-53614.281778614655,-53055.2316687763,-49402.66685645545,49402.66685645545,7
103.0,73.0,-53622.93279522403,-53041.93561941258,-49394.753634219334,49394.753634219334,8
95.0,69.0,-53657.94153163747,-53096.44124924866,-49421.21892415444,49421.21892415444,9
86.0,68.0,-53666.71183926485,-53018.25779035447,-49413.0437562331,49413.0437562331,10
104.0,72.0,-53678.20531993324,-53114.80923164001,-49432.12775692857,49432.12775692857,11
86.0,68.0,-53693.25006518438,-53052.361380911694,-49417.212006704605,49417.212006704605,12
101.0,73.0,-53707.06870882934,-53064.79000221574,-49404.019094190946,49404.019094190946,13
104.0,74.0,-53743.77844664953,-53100.18474371328,-49436.03312393946,49436.03312393946,14
94.0,72.0,-53752.15404979078,-53150.50949729969,-49405.57613231,49405.57613231,15
83.0,69.0,-53839.93809624829,-53201.39004517939,-49415.22661003843,49415.22661003843,16
111.0,77.0,-53891.802378118235,-53293.05694051276,-49511.79434080348,49511.79434080348,17
106.0,74.0,-54387.64278391131,-53372.12802482478,-49700.51565084829,49700.51565084829,18
