shd,num_edges,bic,bdeu,posterior_predictive_loglik,neg_posterior_predictive_loglik,rank
11.0,26.0,-12815.47446220374,-12842.128405768739,-12122.555486383693,12122.555486383693,1
18.0,27.0,-12853.917306997007,-12888.149933522045,-12124.714143193913,12124.714143193913,2
18.0,27.0,-12853.917306997007,-12888.149933522047,-12124.714143193916,12124.714143193916,3
16.0,27.0,-12853.917306997007,-12888.149933522045,-12124.714143193916,12124.714143193916,4
16.0,27.0,-12853.917306997006,-12888.149933522047,-12124.714143193916,12124.714143193916,5
15.0,26.0,-12830.237681839584,-12860.701844423314,-12130.390339938958,12130.390339938958,6
11.0,26.0,-12806.088415767952,-12831.804196553845,-12119.83823568369,12119.83823568369,7
9.0,26.0,-12806.08841576795,-12831.804196553847,-12119.83823568369,12119.83823568369,8
19.0,28.0,-12862.914905144544,-12898.456963253431,-12125.364509471736,12125.364509471736,9
15.0,26.0,-12820.851635403797,-12850.37763520842,-12127.673089238955,12127.673089238955,10
13.0,26.0,-12917.274645684078,-12912.562094729821,-12144.711298295058,12144.711298295058,11
